HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459574.58533,2021-12-26.0872158,bq,1.42,16.442,15.475,0.090,2.344,0.192,g
2459574.58657,2021-12-26.0884600,bq,1.45,16.373,15.044,0.064,3.487,0.205,g
2459574.58780,2021-12-26.0896887,bq,1.45,16.295,15.125,0.074,3.235,0.221,g
2459579.57526,2021-12-31.0775685,bq,1.55,16.718,15.332,0.061,2.673,0.149,g
2459579.57651,2021-12-31.0788116,bq,1.54,16.766,15.282,0.056,2.802,0.143,g
2459579.57776,2021-12-31.0800537,bq,1.58,16.527,15.153,0.062,3.152,0.178,g
2459584.55139,2022-01-05.0540880,bq,1.60,16.860,15.183,0.047,3.067,0.131,g
2459584.55265,2022-01-05.0553405,bq,1.61,16.816,15.179,0.048,3.079,0.137,g
2459584.55390,2022-01-05.0565930,bq,1.56,17.001,15.295,0.045,2.767,0.115,g
2459586.55203,2022-01-07.0548761,bq,1.55,16.806,15.398,0.060,2.516,0.138,g
2459586.55328,2022-01-07.0561236,bq,1.57,16.809,15.208,0.050,2.998,0.137,g
2459586.55451,2022-01-07.0573563,bq,1.58,16.814,15.216,0.050,2.976,0.137,g
