HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457745.15512,2016-12-22.6515425,bb,1.77,16.898,>16.898,99.990,0.280,0.134,V
2457745.15638,2016-12-22.6527996,bb,1.76,16.819,>16.819,99.990,0.172,0.144,V
2457745.15763,2016-12-22.6540530,bb,1.81,16.895,>16.895,99.990,-0.105,0.134,V
2457747.17330,2016-12-24.6695863,bb,1.79,16.225,>16.225,99.990,-0.290,0.248,V
2457747.17456,2016-12-24.6708493,bb,1.76,15.926,>15.926,99.990,0.341,0.327,V
2457747.17583,2016-12-24.6721128,bb,1.88,15.901,>15.901,99.990,0.158,0.335,V
2457748.10398,2016-12-25.6002084,bb,2.48,16.670,>16.670,99.990,0.712,0.165,V
2457748.10688,2016-12-25.6031040,bb,2.47,16.696,>16.696,99.990,0.498,0.161,V
2457757.16059,2017-01-03.6562776,bb,1.60,17.039,>17.039,99.990,0.153,0.117,V
2457757.16188,2017-01-03.6575628,bb,1.67,16.929,>16.929,99.990,0.058,0.130,V
2457757.16313,2017-01-03.6588156,bb,1.63,16.948,>16.948,99.990,0.162,0.128,V
2457759.05799,2017-01-05.5535732,bb,2.03,17.038,>17.038,99.990,0.176,0.117,V
2457759.06051,2017-01-05.5560918,bb,2.06,16.952,>16.952,99.990,0.354,0.127,V
2457761.90434,2017-01-08.3997804,bb,1.65,16.354,>16.354,99.990,-0.177,0.220,V
2457761.90559,2017-01-08.4010349,bb,1.64,16.209,>16.209,99.990,-0.119,0.252,V
2457761.90683,2017-01-08.4022773,bb,1.66,16.289,>16.289,99.990,0.481,0.234,V
2457763.12864,2017-01-09.6240278,bb,1.70,17.160,>17.160,99.990,0.203,0.105,V
2457763.12989,2017-01-09.6252770,bb,1.67,17.182,>17.182,99.990,-0.056,0.103,V
2457763.13114,2017-01-09.6265211,bb,1.64,17.186,>17.186,99.990,0.186,0.102,V
2457763.89746,2017-01-10.3928173,bb,1.73,16.162,>16.162,99.990,1.017,0.263,V
2457763.89873,2017-01-10.3940775,bb,1.85,16.105,>16.105,99.990,-0.048,0.277,V
2457763.89998,2017-01-10.3953310,bb,1.69,16.103,>16.103,99.990,-0.005,0.278,V
2457770.00659,2017-01-16.5016976,bb,2.20,16.109,>16.109,99.990,0.698,0.276,V
2457770.00786,2017-01-16.5029616,bb,2.23,16.213,>16.213,99.990,0.334,0.251,V
2457770.00912,2017-01-16.5042232,bb,2.21,16.119,>16.119,99.990,0.644,0.274,V
2457771.02198,2017-01-17.5170532,bb,2.25,16.304,>16.304,99.990,0.316,0.231,V
2457771.02324,2017-01-17.5183118,bb,2.17,16.320,>16.320,99.990,0.338,0.227,V
2457771.02454,2017-01-17.5196101,bb,2.27,16.349,>16.349,99.990,0.063,0.221,V
2457772.09627,2017-01-18.5913071,bb,2.31,16.382,>16.382,99.990,0.356,0.215,V
2457773.12175,2017-01-19.6167523,bb,2.27,16.534,>16.534,99.990,0.308,0.187,V
2457773.12306,2017-01-19.6180607,bb,2.21,16.676,>16.676,99.990,0.166,0.164,V
2457773.12436,2017-01-19.6193666,bb,2.20,16.595,>16.595,99.990,0.160,0.177,V
2457774.13358,2017-01-20.6285539,bb,2.13,16.813,>16.813,99.990,0.097,0.145,V
2457774.13484,2017-01-20.6298189,bb,2.10,16.678,>16.678,99.990,-0.256,0.164,V
2457774.13611,2017-01-20.6310833,bb,2.06,16.723,>16.723,99.990,0.199,0.157,V
2457775.13401,2017-01-21.6289568,bb,1.74,16.888,>16.888,99.990,0.231,0.135,V
2457775.13528,2017-01-21.6302244,bb,1.79,16.753,>16.753,99.990,0.449,0.153,V
2457775.13654,2017-01-21.6314854,bb,1.76,16.932,>16.932,99.990,-0.013,0.129,V
2457779.06711,2017-01-25.5619569,bb,1.79,17.025,>17.025,99.990,0.483,0.119,V
2457779.06836,2017-01-25.5632130,bb,1.84,17.022,>17.022,99.990,0.056,0.119,V
2457779.06962,2017-01-25.5644723,bb,1.74,17.075,>17.075,99.990,0.055,0.113,V
2457783.10285,2017-01-29.5976326,bb,1.72,16.969,>16.969,99.990,0.255,0.125,V
2457783.10411,2017-01-29.5988833,bb,1.77,17.112,>17.112,99.990,0.266,0.110,V
2457783.10537,2017-01-29.6001509,bb,1.72,16.949,>16.949,99.990,0.236,0.127,V
2457784.95644,2017-01-31.4511907,bb,1.71,17.045,>17.045,99.990,0.165,0.117,V
2457784.95771,2017-01-31.4524583,bb,1.74,17.212,>17.212,99.990,0.070,0.100,V
2457784.95898,2017-01-31.4537312,bb,1.74,17.237,>17.237,99.990,0.106,0.098,V
2457788.82490,2017-02-04.3196211,bb,1.74,16.628,>16.628,99.990,0.261,0.171,V
2457788.82618,2017-02-04.3208972,bb,1.76,16.761,>16.761,99.990,0.278,0.152,V
2457788.82744,2017-02-04.3221591,bb,1.78,16.620,>16.620,99.990,0.028,0.173,V
2457789.99986,2017-02-05.4945776,bb,1.69,17.120,>17.120,99.990,0.340,0.109,V
2457790.00114,2017-02-05.4958525,bb,1.71,17.013,>17.013,99.990,0.187,0.120,V
2457790.00241,2017-02-05.497125,bb,1.68,16.897,>16.897,99.990,-0.030,0.134,V
2457790.82214,2017-02-06.3168539,bb,1.74,16.213,>16.213,99.990,0.307,0.251,V
2457790.82340,2017-02-06.3181145,bb,1.62,16.347,>16.347,99.990,-0.271,0.222,V
2457790.82468,2017-02-06.3193923,bb,1.71,16.378,>16.378,99.990,0.062,0.216,V
2457798.96119,2017-02-14.4559403,bb,2.13,16.219,>16.219,99.990,-0.016,0.250,V
2457798.96247,2017-02-14.4572188,bb,2.09,16.258,>16.258,99.990,0.557,0.241,V
2457798.96375,2017-02-14.4584969,bb,2.10,16.277,>16.277,99.990,-0.128,0.237,V
2457802.02315,2017-02-17.5179342,bb,2.00,16.721,>16.721,99.990,-0.284,0.157,V
2457802.02442,2017-02-17.5192115,bb,2.00,16.739,>16.739,99.990,-0.011,0.155,V
2457802.95047,2017-02-18.4452707,bb,1.66,17.265,>17.265,99.990,0.102,0.095,V
2457802.95175,2017-02-18.4465555,bb,1.79,16.896,>16.896,99.990,0.119,0.134,V
2457802.95303,2017-02-18.4478285,bb,1.61,17.059,>17.059,99.990,0.427,0.115,V
2457807.01657,2017-02-22.5114615,bb,1.58,17.085,>17.085,99.990,-0.033,0.112,V
2457807.01784,2017-02-22.5127284,bb,1.62,16.918,>16.918,99.990,0.287,0.131,V
2457807.01911,2017-02-22.5140004,bb,1.59,16.889,>16.889,99.990,0.019,0.135,V
2457817.81813,2017-03-05.3133679,bb,2.26,16.603,>16.603,99.990,0.120,0.175,V
2457817.81941,2017-03-05.3146457,bb,2.25,16.736,>16.736,99.990,0.153,0.155,V
2457817.82069,2017-03-05.3159223,bb,2.26,16.561,>16.561,99.990,0.322,0.182,V
2457819.82158,2017-03-07.3169002,bb,2.07,16.360,>16.360,99.990,0.307,0.219,V
2457819.82284,2017-03-07.3181629,bb,2.08,16.314,>16.314,99.990,-0.044,0.229,V
2457819.82413,2017-03-07.3194542,bb,2.09,16.333,>16.333,99.990,0.120,0.225,V
2457825.81914,2017-03-13.3147409,bb,1.91,15.917,>15.917,99.990,0.009,0.330,V
2457825.82042,2017-03-13.3160163,bb,1.78,15.867,>15.867,99.990,0.475,0.345,V
2457825.82170,2017-03-13.3173054,bb,1.70,15.868,>15.868,99.990,0.768,0.345,V
2457827.90377,2017-03-15.3994869,bb,1.70,16.245,>16.245,99.990,0.654,0.244,V
2457827.90504,2017-03-15.4007497,bb,1.66,16.344,>16.344,99.990,-0.162,0.223,V
2457829.92601,2017-03-17.4218342,bb,1.71,16.607,>16.607,99.990,0.491,0.175,V
2457829.92728,2017-03-17.4231085,bb,1.66,16.668,>16.668,99.990,0.101,0.165,V
2457829.92856,2017-03-17.4243833,bb,1.74,16.457,>16.457,99.990,0.376,0.201,V
2457832.94884,2017-03-20.4448386,bb,1.75,17.070,>17.070,99.990,0.282,0.114,V
2457832.95011,2017-03-20.4461090,bb,1.69,16.933,>16.933,99.990,0.110,0.129,V
2457832.95138,2017-03-20.4473789,bb,1.63,17.042,>17.042,99.990,0.113,0.117,V
2457835.86986,2017-03-23.3660422,bb,1.70,17.165,>17.165,99.990,0.201,0.104,V
2457835.87113,2017-03-23.3673087,bb,1.72,17.105,>17.105,99.990,-0.020,0.110,V
2457835.87239,2017-03-23.368575,bb,1.83,17.270,>17.270,99.990,0.037,0.095,V
2457838.86646,2017-03-26.3628329,bb,2.21,16.925,>16.925,99.990,0.130,0.130,V
2457838.86773,2017-03-26.3641084,bb,2.18,16.955,>16.955,99.990,0.084,0.127,V
2457838.86900,2017-03-26.3653751,bb,2.15,16.984,>16.984,99.990,0.162,0.123,V
2457843.89815,2017-03-31.3948797,bb,1.70,16.985,>16.985,99.990,0.348,0.123,V
2457843.89942,2017-03-31.3961540,bb,1.76,17.033,>17.033,99.990,0.204,0.118,V
2457843.90069,2017-03-31.3974185,bb,1.74,17.003,>17.003,99.990,0.047,0.121,V
2457847.81045,2017-04-04.3074689,bb,1.84,16.429,>16.429,99.990,0.921,0.206,V
2457847.81171,2017-04-04.3087317,bb,1.74,16.592,>16.592,99.990,0.535,0.177,V
2457847.81298,2017-04-04.3100028,bb,1.78,16.595,>16.595,99.990,0.132,0.177,V
2457851.79150,2017-04-08.2888302,bb,2.13,15.871,>15.871,99.990,-0.099,0.344,V
2457851.79278,2017-04-08.2901012,bb,2.14,15.920,>15.920,99.990,0.107,0.329,V
2457851.79405,2017-04-08.2913778,bb,2.12,15.894,>15.894,99.990,-0.455,0.337,V
2457855.85538,2017-04-12.3530364,bb,1.88,16.123,>16.123,99.990,-0.301,0.273,V
2457855.85665,2017-04-12.3543023,bb,1.77,16.020,>16.020,99.990,-0.370,0.300,V
2457855.85791,2017-04-12.3555662,bb,1.83,15.882,>15.882,99.990,-0.153,0.341,V
2457859.88929,2017-04-16.3872814,bb,1.60,16.621,>16.621,99.990,-0.029,0.172,V
2457859.89056,2017-04-16.3885559,bb,1.67,16.520,>16.520,99.990,0.311,0.189,V
2457859.89183,2017-04-16.3898253,bb,1.69,16.534,>16.534,99.990,-0.061,0.187,V
2457865.88276,2017-04-22.3812656,bb,1.75,17.056,>17.056,99.990,-0.086,0.115,V
2457865.88402,2017-04-22.3825311,bb,1.71,16.702,>16.702,99.990,0.441,0.160,V
2457865.88529,2017-04-22.3837981,bb,1.75,16.550,>16.550,99.990,0.015,0.184,V
2457869.84886,2017-04-26.3477174,bb,1.65,16.907,>16.907,99.990,0.043,0.132,V
2457869.85013,2017-04-26.3489959,bb,1.71,16.957,>16.957,99.990,-0.013,0.127,V
2457869.85140,2017-04-26.3502593,bb,1.61,16.884,>16.884,99.990,0.456,0.135,V
2457878.76607,2017-05-05.2657421,bb,1.81,16.186,>16.186,99.990,0.065,0.257,V
2457878.76734,2017-05-05.2670086,bb,1.71,16.080,>16.080,99.990,0.225,0.284,V
2457878.76861,2017-05-05.2682762,bb,1.69,16.245,>16.245,99.990,0.765,0.244,V
2457879.76244,2017-05-06.2621947,bb,2.08,16.133,>16.133,99.990,0.070,0.270,V
2457879.76370,2017-05-06.2634572,bb,2.06,16.057,>16.057,99.990,0.046,0.290,V
2457879.76496,2017-05-06.2647236,bb,2.02,16.102,>16.102,99.990,0.286,0.278,V
2457883.82174,2017-05-10.3218724,bb,1.66,16.087,>16.087,99.990,0.554,0.282,V
2457883.82300,2017-05-10.3231314,bb,1.70,15.917,>15.917,99.990,-0.264,0.330,V
2457883.82427,2017-05-10.3244006,bb,1.67,16.003,>16.003,99.990,-0.194,0.305,V
2457889.80378,2017-05-16.3044562,bb,1.70,16.818,>16.818,99.990,0.226,0.144,V
2457889.80505,2017-05-16.3057240,bb,1.62,16.832,>16.832,99.990,0.346,0.142,V
2457889.80632,2017-05-16.3069879,bb,1.67,16.881,>16.881,99.990,0.112,0.136,V
2457893.78933,2017-05-20.2903636,bb,1.69,16.824,>16.824,99.990,0.329,0.143,V
2457893.79068,2017-05-20.2917098,bb,1.73,17.069,>17.069,99.990,-0.232,0.114,V
2457893.79194,2017-05-20.2929784,bb,1.69,16.881,>16.881,99.990,0.490,0.136,V
2457896.78249,2017-05-23.2837885,bb,2.10,16.743,>16.743,99.990,0.426,0.154,V
2457896.78375,2017-05-23.2850562,bb,2.04,16.869,>16.869,99.990,0.160,0.137,V
2457896.78502,2017-05-23.2863206,bb,2.10,16.749,>16.749,99.990,0.213,0.153,V
2457900.76415,2017-05-27.2658039,bb,1.75,16.908,>16.908,99.990,0.266,0.132,V
2457900.76543,2017-05-27.2670788,bb,1.63,16.755,>16.755,99.990,0.053,0.152,V
2457900.76670,2017-05-27.2683517,bb,1.64,16.829,>16.829,99.990,0.471,0.142,V
2458034.14018,2017-10-07.6431741,bb,1.68,15.828,>15.828,99.990,-0.148,0.358,V
2458034.14146,2017-10-07.6444531,bb,1.68,15.674,>15.674,99.990,0.078,0.413,V
2458034.14273,2017-10-07.6457285,bb,1.78,15.452,>15.452,99.990,0.410,0.506,V
2458037.13085,2017-10-10.6336137,bb,1.68,16.160,>16.160,99.990,0.103,0.264,V
2458037.13212,2017-10-10.6348844,bb,1.73,16.091,>16.091,99.990,0.860,0.281,V
2458037.13339,2017-10-10.6361516,bb,1.70,16.150,>16.150,99.990,0.206,0.266,V
2458038.12661,2017-10-11.6292916,bb,1.66,16.387,>16.387,99.990,-0.066,0.214,V
2458038.12788,2017-10-11.6305590,bb,1.71,16.187,>16.187,99.990,0.037,0.257,V
2458038.12914,2017-10-11.6318270,bb,1.69,16.309,>16.309,99.990,0.066,0.230,V
2458054.09992,2017-10-27.6012276,bb,1.76,16.751,>16.751,99.990,0.436,0.153,V
2458054.10118,2017-10-27.6024875,bb,1.78,16.713,>16.713,99.990,0.274,0.158,V
2458054.10244,2017-10-27.6037504,bb,1.71,16.644,>16.644,99.990,0.360,0.169,V
2458055.09983,2017-10-28.6010468,bb,1.61,16.964,>16.964,99.990,-0.052,0.126,V
2458055.10109,2017-10-28.6023070,bb,1.60,16.889,>16.889,99.990,0.156,0.135,V
2458055.10234,2017-10-28.6035597,bb,1.65,16.705,>16.705,99.990,0.284,0.160,V
2458055.99405,2017-10-29.4951869,br,1.75,99.990,99.990,99.990,99.990,99.990,g
2458055.99527,2017-10-29.4964040,br,1.69,17.629,>17.629,99.990,0.186,0.064,g
2458055.99649,2017-10-29.4976248,br,1.73,17.520,>17.520,99.990,0.102,0.071,g
2458056.09572,2017-10-29.5968459,bb,1.72,16.933,>16.933,99.990,0.096,0.129,V
2458056.09699,2017-10-29.5981167,bb,1.89,16.854,>16.854,99.990,0.123,0.139,V
2458056.09825,2017-10-29.5993774,bb,1.75,16.876,>16.876,99.990,0.314,0.136,V
2458056.99132,2017-10-30.4923679,br,1.49,99.990,99.990,99.990,99.990,99.990,g
2458056.99258,2017-10-30.4936287,br,1.50,99.990,99.990,99.990,99.990,99.990,g
2458056.99388,2017-10-30.4949278,br,1.55,17.532,>17.532,99.990,0.148,0.071,g
2458057.09184,2017-10-30.5928807,bb,1.68,16.848,>16.848,99.990,0.028,0.140,V
2458057.09315,2017-10-30.5941817,bb,1.65,16.829,>16.829,99.990,0.048,0.142,V
2458057.09445,2017-10-30.5954905,bb,1.76,16.764,>16.764,99.990,-0.047,0.151,V
2458058.99208,2017-11-01.4929494,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458058.99331,2017-11-01.4941689,br,1.42,16.932,>16.932,99.990,0.073,0.123,g
2458058.99452,2017-11-01.4953832,br,1.43,99.990,99.990,99.990,99.990,99.990,g
2458060.10609,2017-11-02.6068447,bb,1.98,16.153,>16.153,99.990,-0.049,0.265,V
2458060.10735,2017-11-02.6081043,bb,1.98,16.140,>16.140,99.990,-0.017,0.269,V
2458060.10861,2017-11-02.6093642,bb,2.01,16.257,>16.257,99.990,0.247,0.241,V
2458060.98069,2017-11-03.4813744,br,1.46,16.592,>16.592,99.990,0.258,0.168,g
2458060.98190,2017-11-03.4825789,br,1.43,16.755,>16.755,99.990,0.014,0.144,g
2458060.98310,2017-11-03.4837822,br,1.46,16.675,>16.675,99.990,0.159,0.155,g
2458061.12454,2017-11-03.6252057,bb,1.77,15.845,>15.845,99.990,-0.146,0.352,V
2458061.12580,2017-11-03.6264614,bb,1.69,15.960,15.868,0.201,1.725,0.317,V
2458061.12706,2017-11-03.6277245,bb,1.64,16.129,>16.129,99.990,-0.257,0.271,V
2458061.96922,2017-11-04.4698082,br,1.57,16.436,>16.436,99.990,0.001,0.193,g
2458061.97044,2017-11-04.4710290,br,1.59,16.332,>16.332,99.990,-0.056,0.213,g
2458061.97167,2017-11-04.4722570,br,1.57,16.474,>16.474,99.990,-0.451,0.187,g
2458062.11680,2017-11-04.6173716,bb,1.73,15.939,>15.939,99.990,0.013,0.323,V
2458062.11806,2017-11-04.6186320,bb,1.83,15.908,>15.908,99.990,0.571,0.332,V
2458062.95425,2017-11-05.4547462,br,2.06,15.117,>15.117,99.990,-1.033,0.652,g
2458063.93048,2017-11-06.4308834,br,1.56,16.447,>16.447,99.990,0.166,0.192,g
2458063.93170,2017-11-06.4321043,br,1.62,16.339,>16.339,99.990,0.323,0.212,g
2458063.93291,2017-11-06.4333193,br,1.55,16.022,>16.022,99.990,-0.053,0.283,g
2458064.14792,2017-11-06.6483001,bb,1.77,16.039,>16.039,99.990,0.313,0.295,V
2458064.14918,2017-11-06.6495675,bb,1.74,15.955,>15.955,99.990,0.358,0.318,V
2458064.15045,2017-11-06.6508284,bb,1.73,16.093,>16.093,99.990,-0.195,0.280,V
2458074.98248,2017-11-17.4818501,br,1.49,17.646,>17.646,99.990,0.184,0.063,g
2458074.98370,2017-11-17.4830718,br,1.50,17.793,>17.793,99.990,0.036,0.055,g
2458074.98491,2017-11-17.4842824,br,1.46,17.876,>17.876,99.990,0.165,0.051,g
2458075.12305,2017-11-17.6224070,bb,1.68,16.883,>16.883,99.990,0.331,0.135,V
2458075.12431,2017-11-17.6236690,bb,1.69,16.979,>16.979,99.990,0.181,0.124,V
2458075.12556,2017-11-17.6249219,bb,1.67,16.985,>16.985,99.990,0.210,0.123,V
2458075.98527,2017-11-18.4845547,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458075.98648,2017-11-18.4857625,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458075.98769,2017-11-18.4869773,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458076.98006,2017-11-19.4792471,br,1.58,17.232,>17.232,99.990,0.249,0.093,g
2458076.98250,2017-11-19.4816848,br,1.52,16.998,>16.998,99.990,0.233,0.115,g
2458077.97624,2017-11-20.4753435,br,1.80,17.827,>17.827,99.990,0.177,0.054,g
2458077.97745,2017-11-20.4765535,br,1.69,17.749,>17.749,99.990,0.090,0.058,g
2458077.97865,2017-11-20.4777579,br,1.75,17.686,>17.686,99.990,0.128,0.061,g
2458078.97389,2017-11-21.4728984,br,2.38,99.990,99.990,99.990,99.990,99.990,g
2458078.97554,2017-11-21.4745469,br,2.32,99.990,99.990,99.990,99.990,99.990,g
2458079.08141,2017-11-21.5804101,bb,1.66,17.124,>17.124,99.990,0.479,0.108,V
2458079.08267,2017-11-21.5816711,bb,1.69,17.115,>17.115,99.990,0.061,0.109,V
2458079.08392,2017-11-21.5829236,bb,1.65,16.908,>16.908,99.990,0.099,0.132,V
2458079.97237,2017-11-22.4712902,br,1.41,17.635,>17.635,99.990,0.024,0.064,g
2458079.97358,2017-11-22.4725028,br,1.45,17.765,>17.765,99.990,0.098,0.057,g
2458079.97480,2017-11-22.4737192,br,1.47,17.716,>17.716,99.990,0.125,0.060,g
2458080.95276,2017-11-23.4515879,br,1.66,99.990,99.990,99.990,99.990,99.990,g
2458080.95399,2017-11-23.4528168,br,1.64,99.990,99.990,99.990,99.990,99.990,g
2458080.95524,2017-11-23.4540615,br,1.62,99.990,99.990,99.990,99.990,99.990,g
2458081.94181,2017-11-24.4405560,br,1.50,17.788,>17.788,99.990,0.006,0.056,g
2458081.94304,2017-11-24.4417780,br,1.49,17.888,>17.888,99.990,-0.029,0.051,g
2458081.94432,2017-11-24.4430563,br,1.51,99.990,99.990,99.990,99.990,99.990,g
2458082.93802,2017-11-25.4366663,br,1.67,17.842,>17.842,99.990,0.128,0.053,g
2458082.93922,2017-11-25.4378719,br,1.54,17.692,>17.692,99.990,0.169,0.061,g
2458082.94057,2017-11-25.4392144,br,1.64,17.740,>17.740,99.990,0.116,0.058,g
2458083.92313,2017-11-26.4216921,br,1.35,99.990,99.990,99.990,99.990,99.990,g
2458083.92436,2017-11-26.4229152,br,1.47,17.814,>17.814,99.990,0.051,0.054,g
2458083.92557,2017-11-26.4241280,br,1.43,99.990,99.990,99.990,99.990,99.990,g
2458084.91834,2017-11-27.4168083,br,1.49,17.776,>17.776,99.990,0.222,0.056,g
2458084.91955,2017-11-27.4180230,br,1.53,17.969,>17.969,99.990,0.066,0.047,g
2458084.92077,2017-11-27.4192391,br,1.52,17.816,>17.816,99.990,0.081,0.054,g
2458085.91524,2017-11-28.4136210,br,1.82,17.825,>17.825,99.990,-0.066,0.054,g
2458085.91646,2017-11-28.4148386,br,1.75,17.626,>17.626,99.990,0.089,0.065,g
2458085.91768,2017-11-28.4160570,br,1.71,17.571,>17.571,99.990,0.265,0.068,g
2458092.12122,2017-12-04.6190585,bb,1.75,16.033,>16.033,99.990,-0.344,0.296,V
2458092.12247,2017-12-04.6203190,bb,1.83,15.941,>15.941,99.990,0.518,0.323,V
2458092.12374,2017-12-04.6215837,bb,1.72,15.846,>15.846,99.990,0.621,0.352,V
2458100.01789,2017-12-12.5150800,bb,1.72,16.899,>16.899,99.990,0.145,0.133,V
2458100.01917,2017-12-12.5163555,bb,1.69,17.065,>17.065,99.990,0.097,0.115,V
2458100.02044,2017-12-12.5176297,bb,1.70,16.814,>16.814,99.990,0.024,0.144,V
2458101.97727,2017-12-14.4743074,bb,1.73,16.710,>16.710,99.990,-0.012,0.159,V
2458101.97854,2017-12-14.4755810,bb,1.65,16.945,>16.945,99.990,0.232,0.128,V
2458101.97982,2017-12-14.4768599,bb,1.75,16.898,>16.898,99.990,0.543,0.134,V
2458109.99398,2017-12-22.4904288,bb,1.78,16.976,>16.976,99.990,-0.004,0.124,V
2458109.99552,2017-12-22.4919641,bb,1.71,16.992,>16.992,99.990,0.026,0.122,V
2458110.90641,2017-12-23.4027967,br,1.61,17.756,>17.756,99.990,0.119,0.057,g
2458110.90763,2017-12-23.4040115,br,1.64,17.784,>17.784,99.990,0.030,0.056,g
2458110.90884,2017-12-23.4052299,br,1.61,17.713,>17.713,99.990,0.133,0.060,g
2458110.98860,2017-12-23.4849768,bb,2.06,17.010,>17.010,99.990,-0.204,0.120,V
2458110.99014,2017-12-23.4865224,bb,2.01,16.939,>16.939,99.990,0.143,0.129,V
2458112.89233,2017-12-25.3885850,br,1.51,17.800,>17.800,99.990,0.066,0.055,g
2458112.89357,2017-12-25.3898354,br,1.48,17.718,>17.718,99.990,-0.030,0.059,g
2458112.89480,2017-12-25.3910545,br,1.52,17.707,>17.707,99.990,0.129,0.060,g
2458113.89279,2017-12-26.3889754,br,1.47,17.938,>17.938,99.990,0.079,0.049,g
2458113.89400,2017-12-26.3901903,br,1.48,17.711,>17.711,99.990,0.022,0.060,g
2458113.89522,2017-12-26.3914096,br,1.46,17.790,>17.790,99.990,0.145,0.056,g
2458115.92702,2017-12-28.4230747,br,1.45,17.882,>17.882,99.990,0.106,0.051,g
2458115.92823,2017-12-28.4242951,br,1.49,17.786,>17.786,99.990,0.038,0.056,g
2458115.92946,2017-12-28.4255136,br,1.53,99.990,99.990,99.990,99.990,99.990,g
2458117.92648,2017-12-30.4224151,bb,2.15,15.638,>15.638,99.990,-0.020,0.426,V
2458117.92780,2017-12-30.4237362,bb,2.13,15.689,>15.689,99.990,0.657,0.407,V
2458117.92919,2017-12-30.4251292,bb,2.13,15.963,>15.963,99.990,-0.087,0.316,V
2458124.81139,2018-01-06.3069456,br,1.52,16.961,>16.961,99.990,-0.026,0.119,g
2458124.81261,2018-01-06.3081714,br,1.52,16.824,>16.824,99.990,0.114,0.135,g
2458124.81382,2018-01-06.3093820,br,1.53,16.800,>16.800,99.990,0.166,0.138,g
2458125.07414,2018-01-06.5696812,bb,2.04,16.156,>16.156,99.990,0.793,0.265,V
2458125.07542,2018-01-06.5709629,bb,2.04,16.138,>16.138,99.990,0.289,0.269,V
2458125.07669,2018-01-06.5722384,bb,2.05,16.302,>16.302,99.990,0.569,0.231,V
2458126.01347,2018-01-07.5089686,bb,2.08,16.430,>16.430,99.990,0.183,0.206,V
2458126.01474,2018-01-07.5102362,bb,2.04,16.443,>16.443,99.990,0.035,0.203,V
2458126.01602,2018-01-07.5115151,bb,2.02,16.493,>16.493,99.990,0.696,0.194,V
2458127.10494,2018-01-08.6003795,bb,2.12,16.690,>16.690,99.990,-0.034,0.162,V
2458127.10621,2018-01-08.6016556,bb,2.12,16.843,>16.843,99.990,0.166,0.141,V
2458127.10748,2018-01-08.6029190,bb,2.09,16.697,>16.697,99.990,0.033,0.161,V
2458128.13546,2018-01-09.6308581,bb,1.68,16.819,>16.819,99.990,0.137,0.144,V
2458128.13672,2018-01-09.6321230,bb,1.60,16.802,>16.802,99.990,0.339,0.146,V
2458128.13800,2018-01-09.6334002,bb,1.62,16.784,>16.784,99.990,0.280,0.148,V
2458129.12138,2018-01-10.6167283,bb,1.78,16.868,>16.868,99.990,0.167,0.137,V
2458129.12265,2018-01-10.6180040,bb,1.82,16.838,>16.838,99.990,-0.027,0.141,V
2458129.12393,2018-01-10.6192851,bb,1.72,16.941,>16.941,99.990,0.244,0.128,V
2458130.12565,2018-01-11.6209621,bb,1.76,16.948,>16.948,99.990,-0.083,0.128,V
2458130.12693,2018-01-11.6222337,bb,1.76,16.974,>16.974,99.990,0.171,0.125,V
2458130.12820,2018-01-11.6235071,bb,1.70,16.949,>16.949,99.990,0.173,0.128,V
2458130.84824,2018-01-12.3435164,br,1.41,17.789,>17.789,99.990,0.101,0.056,g
2458130.84947,2018-01-12.3447425,br,1.38,17.743,>17.743,99.990,0.026,0.058,g
2458130.85070,2018-01-12.3459740,br,1.37,17.821,>17.821,99.990,0.091,0.054,g
2458132.06563,2018-01-13.5608587,bb,1.74,17.032,>17.032,99.990,0.341,0.118,V
2458132.06689,2018-01-13.5621231,bb,1.69,17.036,>17.036,99.990,0.280,0.118,V
2458132.06816,2018-01-13.5633890,bb,1.69,16.995,>16.995,99.990,0.001,0.122,V
2458132.83829,2018-01-14.3334924,br,1.97,17.672,>17.672,99.990,0.228,0.062,g
2458132.83950,2018-01-14.3347021,br,1.73,99.990,99.990,99.990,99.990,99.990,g
2458132.84073,2018-01-14.3359268,br,1.85,99.990,99.990,99.990,99.990,99.990,g
2458132.96248,2018-01-14.4576744,bb,1.61,16.865,>16.865,99.990,0.250,0.138,V
2458132.96375,2018-01-14.4589439,bb,1.61,17.011,>17.011,99.990,0.131,0.120,V
2458132.96503,2018-01-14.4602219,bb,1.69,17.109,>17.109,99.990,-0.002,0.110,V
2458133.83509,2018-01-15.3302437,br,1.79,99.990,99.990,99.990,99.990,99.990,g
2458133.83631,2018-01-15.3314648,br,1.81,17.631,>17.631,99.990,0.175,0.064,g
2458133.83752,2018-01-15.3326791,br,1.69,99.990,99.990,99.990,99.990,99.990,g
2458133.95299,2018-01-15.4481449,bb,1.75,17.032,>17.032,99.990,0.171,0.118,V
2458133.95425,2018-01-15.4494111,bb,1.66,17.038,>17.038,99.990,0.283,0.117,V
2458133.95556,2018-01-15.4507267,bb,1.68,16.953,>16.953,99.990,0.271,0.127,V
2458134.97970,2018-01-16.4748222,bb,1.71,17.179,>17.179,99.990,0.313,0.103,V
