HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459671.69350,2022-04-02.1903417,br,1.42,17.629,>17.629,99.990,0.044,0.065,g
2459671.69474,2022-04-02.1915825,br,1.42,17.592,>17.592,99.990,0.016,0.067,g
2459672.83426,2022-04-03.3311921,br,1.37,17.577,>17.577,99.990,0.038,0.068,g
2459672.83550,2022-04-03.3324318,br,1.39,17.477,>17.477,99.990,0.090,0.074,g
2459672.83674,2022-04-03.3336737,br,1.39,17.428,>17.428,99.990,0.228,0.078,g
2459673.83638,2022-04-04.3333827,br,1.44,16.747,>16.747,99.990,0.524,0.145,g
2459673.83763,2022-04-04.3346361,br,1.44,15.470,>15.470,99.990,-0.352,0.471,g
2459673.83888,2022-04-04.3358767,br,1.44,17.056,>17.056,99.990,0.115,0.109,g
2459674.82993,2022-04-05.3270055,br,1.46,17.518,>17.518,99.990,0.181,0.071,g
2459674.83115,2022-04-05.3282333,br,1.40,17.361,>17.361,99.990,0.138,0.083,g
2459674.83239,2022-04-05.3294671,br,1.43,17.470,>17.470,99.990,0.078,0.075,g
2459676.84504,2022-04-07.3422792,br,1.51,17.436,>17.436,99.990,0.083,0.077,g
2459676.84627,2022-04-07.3435072,br,1.49,17.279,>17.279,99.990,0.322,0.089,g
2459676.84751,2022-04-07.3447453,br,1.46,17.234,>17.234,99.990,0.068,0.093,g
2459678.65765,2022-04-09.1550265,br,1.43,16.831,>16.831,99.990,0.174,0.134,g
2459678.65888,2022-04-09.1562542,br,1.38,16.948,>16.948,99.990,-0.021,0.121,g
2459678.66012,2022-04-09.1574937,br,1.39,16.820,>16.820,99.990,0.194,0.136,g
2459679.83777,2022-04-10.3352372,br,1.48,16.242,>16.242,99.990,0.222,0.231,g
2459679.83898,2022-04-10.3364592,br,1.45,16.293,>16.293,99.990,0.538,0.221,g
2459679.84020,2022-04-10.3376752,br,1.49,16.243,>16.243,99.990,-0.429,0.231,g
2459689.80817,2022-04-20.3064815,br,1.68,99.990,99.990,99.990,99.990,99.990,g
2459691.67431,2022-04-22.1727787,br,1.41,17.454,>17.454,99.990,0.035,0.076,g
2459691.67554,2022-04-22.1740134,br,1.37,17.408,>17.408,99.990,0.221,0.079,g
2459691.67679,2022-04-22.1752574,br,1.40,17.575,>17.575,99.990,-0.061,0.068,g
2459691.68975,2022-04-22.1882159,br,1.41,17.584,>17.584,99.990,0.165,0.067,g
2459691.69099,2022-04-22.1894554,br,1.41,17.517,>17.517,99.990,0.130,0.071,g
2459691.69223,2022-04-22.1906976,br,1.40,17.376,>17.376,99.990,0.227,0.081,g
2459692.67727,2022-04-23.1758241,br,1.41,17.398,>17.398,99.990,-0.008,0.080,g
2459692.67851,2022-04-23.1770712,br,1.40,17.369,>17.369,99.990,0.267,0.082,g
2459692.67975,2022-04-23.1783109,br,1.44,17.496,>17.496,99.990,-0.011,0.073,g
2459692.68581,2022-04-23.1843748,br,1.41,17.471,>17.471,99.990,0.120,0.075,g
2459692.68705,2022-04-23.1856156,br,1.39,17.412,>17.412,99.990,0.154,0.079,g
2459692.68829,2022-04-23.1868539,br,1.39,17.503,>17.503,99.990,0.064,0.072,g
2459693.80065,2022-04-24.2993156,br,1.38,17.276,>17.276,99.990,0.257,0.089,g
2459693.80189,2022-04-24.3005528,br,1.40,17.350,>17.350,99.990,0.142,0.083,g
2459693.80312,2022-04-24.3017821,br,1.43,17.289,>17.289,99.990,0.263,0.088,g
2459695.68347,2022-04-26.1822953,br,1.35,17.473,>17.473,99.990,0.240,0.074,g
2459695.68471,2022-04-26.1835373,br,1.37,17.609,>17.609,99.990,-0.127,0.066,g
2459695.68595,2022-04-26.1847723,br,1.39,17.399,>17.399,99.990,0.060,0.080,g
2459696.69900,2022-04-27.1979071,br,1.41,16.937,>16.937,99.990,0.138,0.122,g
2459696.70024,2022-04-27.1991456,br,1.44,17.231,>17.231,99.990,0.085,0.093,g
2459696.70148,2022-04-27.2003888,br,1.40,16.902,>16.902,99.990,0.085,0.126,g
2459701.65842,2022-05-02.1577773,br,1.39,17.417,>17.417,99.990,0.104,0.078,g
2459701.65967,2022-05-02.1590265,br,1.41,17.372,>17.372,99.990,0.070,0.082,g
2459701.66091,2022-05-02.1602694,br,1.39,17.505,>17.505,99.990,-0.067,0.072,g
2459705.66274,2022-05-06.1624587,br,1.41,17.278,>17.278,99.990,-0.037,0.089,g
2459705.66403,2022-05-06.1637530,br,1.39,17.303,>17.303,99.990,0.218,0.087,g
2459705.66530,2022-05-06.1650182,br,1.43,17.316,>17.316,99.990,0.183,0.086,g
2459719.71573,2022-05-20.2167340,br,1.43,17.146,>17.146,99.990,0.012,0.101,g
2459719.71704,2022-05-20.2180385,br,1.45,17.147,>17.147,99.990,0.193,0.101,g
2459719.71834,2022-05-20.2193487,br,1.47,17.198,>17.198,99.990,0.050,0.096,g
2459720.70781,2022-05-21.2088983,br,1.41,17.183,>17.183,99.990,-0.138,0.097,g
2459720.70911,2022-05-21.2101927,br,1.38,17.331,>17.331,99.990,-0.020,0.085,g
2459720.71043,2022-05-21.2115156,br,1.42,17.332,>17.332,99.990,0.124,0.085,g
2459724.69487,2022-05-25.1963142,br,1.72,16.791,>16.791,99.990,-0.086,0.139,g
2459724.69610,2022-05-25.1975508,br,1.70,16.751,>16.751,99.990,0.255,0.145,g
2459724.69734,2022-05-25.1987880,br,1.63,16.685,>16.685,99.990,-0.084,0.154,g
2459726.70182,2022-05-27.2034467,br,1.41,17.015,>17.015,99.990,0.122,0.113,g
2459726.70306,2022-05-27.2046796,br,1.42,17.003,>17.003,99.990,0.029,0.115,g
2459726.70429,2022-05-27.2059085,br,1.44,17.019,>17.019,99.990,0.308,0.113,g
2459728.65926,2022-05-29.1610471,br,1.70,16.835,>16.835,99.990,0.299,0.134,g
2459728.66050,2022-05-29.1622887,br,1.78,16.922,>16.922,99.990,-0.555,0.124,g
2459728.66172,2022-05-29.1635172,br,1.73,16.854,>16.854,99.990,-0.083,0.132,g
2459731.68066,2022-06-01.1827160,br,1.44,16.949,>16.949,99.990,0.228,0.121,g
2459731.68191,2022-06-01.1839694,br,1.40,16.957,>16.957,99.990,0.397,0.120,g
2459731.68315,2022-06-01.1852064,br,1.46,16.975,>16.975,99.990,-0.046,0.118,g
2459734.67026,2022-06-04.1725686,br,1.73,16.557,>16.557,99.990,0.799,0.173,g
2459734.67149,2022-06-04.1737982,br,1.68,16.520,>16.520,99.990,0.505,0.179,g
2459734.67273,2022-06-04.1750376,br,1.77,16.647,>16.647,99.990,0.338,0.159,g
2459738.64415,2022-06-08.1467795,br,2.19,99.990,99.990,99.990,99.990,99.990,g
2459740.74410,2022-06-10.2468986,bD,1.73,15.400,>15.400,99.990,-0.090,0.502,g
2459740.74537,2022-06-10.2481627,bD,2.02,15.541,>15.541,99.990,0.926,0.441,g
2459740.74664,2022-06-10.2494349,bD,2.02,15.759,>15.759,99.990,0.527,0.361,g
2459741.62677,2022-06-11.1296333,br,1.54,15.693,>15.693,99.990,0.672,0.384,g
2459741.62801,2022-06-11.1308684,br,1.61,15.629,>15.629,99.990,-0.117,0.407,g
2459741.62923,2022-06-11.1320983,br,1.48,15.773,>15.773,99.990,-0.614,0.356,g
2459743.64052,2022-06-13.1435375,br,1.32,15.399,>15.399,99.990,2.348,0.503,g
2459743.64174,2022-06-13.1447629,br,1.43,15.332,>15.332,99.990,1.879,0.535,g
2459743.64300,2022-06-13.1460105,br,1.47,15.543,>15.543,99.990,0.910,0.441,g
