HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459671.08118,2022-04-01.5794628,bB,2.00,19.309,>19.309,99.990,-0.034,0.014,g
2459672.86365,2022-04-03.3618215,br,1.48,18.868,>18.868,99.990,0.014,0.021,g
2459674.91407,2022-04-05.4121245,br,1.43,18.909,>18.909,99.990,-0.011,0.020,g
2459676.92031,2022-04-07.4182505,br,1.46,18.705,>18.705,99.990,-0.025,0.024,g
2459678.95429,2022-04-09.4521313,br,1.63,18.852,>18.852,99.990,0.047,0.021,g
2459680.82243,2022-04-11.3201608,br,1.44,18.002,>18.002,99.990,0.149,0.046,g
2459681.82373,2022-04-12.3214106,bj,1.49,18.547,>18.547,99.990,-0.021,0.028,g
2459682.57105,2022-04-13.0686894,bn,1.52,17.850,>17.850,99.990,0.048,0.053,g
2459693.95308,2022-04-24.4501777,br,1.43,18.651,>18.651,99.990,-0.002,0.025,g
2459695.73848,2022-04-26.2355105,br,1.41,19.068,>19.068,99.990,-0.020,0.017,g
2459695.87320,2022-04-26.3702228,bj,1.62,18.537,>18.537,99.990,-0.038,0.028,g
2459697.92052,2022-04-28.4174599,bj,1.61,18.196,>18.196,99.990,-0.004,0.038,g
2459698.81351,2022-04-29.3104098,bF,1.59,18.630,>18.630,99.990,0.026,0.026,g
2459701.95413,2022-05-02.4509153,br,1.46,18.581,>18.581,99.990,-0.004,0.027,g
2459702.59540,2022-05-03.0921561,bn,1.56,17.735,>17.735,99.990,-0.221,0.059,g
2459705.74392,2022-05-06.2405709,br,1.44,18.675,>18.675,99.990,-0.032,0.025,g
2459706.81702,2022-05-07.3136412,bj,1.62,18.438,>18.438,99.990,0.040,0.031,g
2459708.76729,2022-05-09.2638476,br,1.43,18.075,>18.075,99.990,-0.003,0.043,g
2459709.80454,2022-05-10.3010688,bj,1.60,18.593,>18.593,99.990,0.025,0.027,g
2459710.75058,2022-05-11.2470809,bF,1.51,18.489,>18.489,99.990,0.018,0.029,g
2459713.73924,2022-05-14.2356642,br,1.43,17.707,>17.707,99.990,0.006,0.060,g
2459714.72358,2022-05-15.2199905,bF,1.70,16.092,>16.092,99.990,-0.540,0.266,g
2459719.69396,2022-05-20.1902613,bF,1.57,17.442,>17.442,99.990,-0.032,0.077,g
2459721.66880,2022-05-22.1650719,bF,1.51,18.267,>18.267,99.990,-0.018,0.036,g
2459722.67606,2022-05-23.1723034,bF,1.46,18.566,>18.566,99.990,0.044,0.027,g
2459723.44869,2022-05-23.9449269,bn,1.59,17.806,>17.806,99.990,-0.039,0.055,g
2459723.76721,2022-05-24.2634417,bF,1.51,18.252,>18.252,99.990,0.035,0.036,g
2459724.44515,2022-05-24.9413753,bn,1.53,18.647,>18.647,99.990,-0.064,0.025,g
2459724.70857,2022-05-25.2047913,bF,1.57,17.625,>17.625,99.990,0.067,0.065,g
2459725.43546,2022-05-25.9316730,bn,1.52,18.103,>18.103,99.990,0.042,0.042,g
2459725.66765,2022-05-26.1638593,bF,1.46,18.481,>18.481,99.990,-0.060,0.029,g
2459726.42690,2022-05-26.9231047,bn,1.60,18.390,>18.390,99.990,0.037,0.032,g
2459727.42908,2022-05-27.9252699,bn,1.48,18.366,>18.366,99.990,0.030,0.033,g
2459727.79141,2022-05-28.2876003,bF,1.49,18.858,>18.858,99.990,0.006,0.021,g
2459727.80911,2022-05-28.3053015,bj,1.55,18.362,>18.362,99.990,0.003,0.033,g
2459729.43088,2022-05-29.9270468,bn,1.57,18.298,>18.298,99.990,-0.058,0.035,g
2459731.41833,2022-05-31.9144917,bn,1.98,18.304,>18.304,99.990,0.017,0.035,g
2459733.41869,2022-06-02.9148481,bn,1.54,18.293,>18.293,99.990,-0.041,0.035,g
2459734.41133,2022-06-03.9074877,bn,1.58,18.310,>18.310,99.990,-0.046,0.034,g
2459735.39789,2022-06-04.8940401,bn,1.56,18.275,>18.275,99.990,0.028,0.036,g
2459737.46397,2022-06-06.9601165,bn,2.05,18.476,>18.476,99.990,-0.006,0.030,g
2459738.39929,2022-06-07.8954421,bn,1.48,18.265,>18.265,99.990,-0.073,0.036,g
2459738.91660,2022-06-08.4127495,br,1.39,18.317,>18.317,99.990,-0.046,0.034,g
2459739.41108,2022-06-08.9072393,bn,1.51,17.310,>17.310,99.990,0.103,0.086,g
2459740.39936,2022-06-09.8955207,bn,1.54,17.404,>17.404,99.990,-0.213,0.079,g
2459741.40452,2022-06-10.9006775,bn,1.50,16.708,>16.708,99.990,-0.299,0.151,g
2459741.66705,2022-06-11.1632039,bF,1.54,17.409,>17.409,99.990,-0.088,0.079,g
2459742.65132,2022-06-12.1474901,bj,1.53,16.900,>16.900,99.990,0.131,0.126,g
2459746.66316,2022-06-16.1593715,bF,1.54,17.191,>17.191,99.990,0.140,0.096,g
2459747.65882,2022-06-17.1550334,bj,1.69,17.368,>17.368,99.990,-0.406,0.082,g
2459750.61073,2022-06-20.1069842,bj,1.58,17.938,>17.938,99.990,-0.059,0.048,g
2459755.49152,2022-06-24.9878618,bn,1.58,18.207,>18.207,99.990,-0.030,0.038,g
2459756.34563,2022-06-25.8419917,bn,1.56,18.387,>18.387,99.990,-0.039,0.032,g
2459757.38007,2022-06-26.8764534,bn,1.48,18.218,>18.218,99.990,-0.079,0.037,g
2459757.77751,2022-06-27.2738991,br,1.42,18.627,>18.627,99.990,-0.083,0.026,g
2459758.42393,2022-06-27.9203365,bn,1.56,18.223,>18.223,99.990,0.047,0.037,g
2459759.35828,2022-06-28.8547151,bn,1.55,18.472,>18.472,99.990,0.099,0.030,g
2459759.58156,2022-06-29.0779903,bF,1.50,18.664,>18.664,99.990,0.069,0.025,g
2459760.32544,2022-06-29.8218947,bn,1.63,18.141,>18.141,99.990,-0.004,0.040,g
2459760.66365,2022-06-30.1601081,bF,1.53,18.406,>18.406,99.990,0.008,0.032,g
2459761.33901,2022-06-30.8354850,bn,1.55,18.251,>18.251,99.990,-0.065,0.036,g
2459761.66810,2022-07-01.1645910,bF,1.71,18.510,>18.510,99.990,-0.056,0.029,g
2459762.37111,2022-07-01.8676109,bn,1.71,18.018,>18.018,99.990,0.049,0.045,g
2459762.57503,2022-07-02.0715542,bF,1.64,17.993,17.928,0.206,0.245,0.046,g
2459763.58115,2022-07-03.0776844,bF,1.62,18.667,>18.667,99.990,0.002,0.025,g
2459764.57120,2022-07-04.0677690,bF,1.51,18.464,>18.464,99.990,-0.050,0.030,g
2459765.31011,2022-07-04.8067035,bn,1.49,17.764,>17.764,99.990,0.064,0.057,g
2459765.65712,2022-07-05.1537243,bF,1.52,18.622,>18.622,99.990,0.013,0.026,g
2459767.31037,2022-07-06.8070284,bn,1.62,17.333,>17.333,99.990,-0.293,0.085,g
2459767.62328,2022-07-07.1199372,bF,1.54,18.367,>18.367,99.990,-0.115,0.033,g
2459768.35003,2022-07-07.8467184,bn,1.63,17.824,>17.824,99.990,-0.206,0.054,g
2459769.31768,2022-07-08.8143938,bn,1.55,17.331,>17.331,99.990,-0.137,0.085,g
