 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 48 596 6 1 ZTF_g 1343350382115 0 2.1295 102.606 13.0431 26.2525 7.1466e-06 0.0354181 -0.0394455 1.50559e-05 1205 30. 0.052457 0.048892 19.6064 26.2525 1 2459097.8503819 596120121 79.0664572128091 55.7740249667516 1.57693972545432 1.14828843210365 239.490591546828 100.363818427394 2.40229574998072 1.04831838326147 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 49 596 6 1 ZTF_i 1343356362115 0 2.8439 386.441 13.8496 26.4734 9.543e-07 0.0215156 0.198148 5.56914e-06 1361 60. 0.05727 0.057971 19.5253 26.4734 2 2459097.8563657 596120321 1.46876541154382 74.9230461183027 0.0218067935341072 1.68925621197264 -154.983099963446 121.219858643175 -1.28713992744309 1.0536784251335 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 50 596 6 1 ZTF_i 1343379092115 0 1.8372 386.673 13.3671 26.4657 4.971e-07 0.0154766 0.187229 2.9432e-06 1363 60. 0.053038 0.047831 19.9011 26.4657 2 2459097.8790972 596120321 -108.912095613794 56.9008204128136 -2.1291800457335 1.47732506123015 -551.713442254983 109.936454566182 -5.05227557340394 1.04160131784346 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 51 596 6 1 ZTF_g 1343437252115 0 3.1177 92.883 15.2108 26.1549 2.60317e-05 0.0516886 -0.0252087 6.67658e-05 810 30. 0.077423 0.069324 19.0182 26.1549 2 2459097.9372569 596120121 18.7864617031004 96.0219972787273 0.217635159207331 0.977857960215003 186.588058904714 137.201749231092 1.36911330409041 1.10014160258358 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 52 596 6 1 ZTF_r 1343461252115 0 2.2633 147.647 16.0186 26.1604 5.8464e-06 0.0348266 0.126089 1.04906e-05 1355 30. 0.065709 0.063921 19.2423 26.1604 2 2459097.96125 596120221 56.625183603914 76.236680666084 0.82622902104028 1.54931316624882 81.437056553558 132.711706773434 0.617771723446266 1.04847078415159 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 53 596 6 1 ZTF_i 1344255182115 0 1.6967 392.444 11.6613 26.472 5.182e-07 0.015824 0.185437 3.08276e-06 1368 60. 0.055946 0.051239 20.1265 26.472 2 2459098.7551852 596120321 -590.425490625128 51.3031535998315 -12.8019414991308 1.49683598351035 -768.239782285658 101.736994170702 -7.60209133092989 1.04387680500608 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 54 596 6 1 ZTF_i 1344289732115 0 1.5528 387.355 11.9475 26.4675 7.488e-07 0.0190175 0.186672 4.43487e-06 1362 60. 0.056309 0.051434 20.1423 26.4675 2 2459098.7897338 596120321 -115.563135438322 49.1866959380671 -2.61352384810469 2.0840020238459 -74.6104286631395 100.488324067802 -0.747479220990979 1.03266350006489 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 55 596 6 1 ZTF_r 1344312952115 0 2.043 162.203 10.1599 26.2698 2.5046e-06 0.02289 0.112151 4.50342e-06 1363 30. 0.053856 0.045428 19.9369 26.2698 2 2459098.8129514 596120221 19.9546154997904 45.1309250284081 0.491840095151051 1.30324087172811 -46.2726344762768 83.274046482837 -0.559409387429822 1.04448904078333 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 56 596 6 1 ZTF_r 1344351042115 0 1.7872 161.509 10.4474 26.2672 2.3552e-06 0.022078 0.105821 4.24346e-06 1355 30. 0.049163 0.05106 20.0414 26.2672 1 2459098.8510417 596120221 228.559864921311 42.5790997920611 5.97115433540538 1.22905708360721 225.179854573421 82.0734453321825 2.76211694211384 1.04414383916297 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 57 596 6 1 ZTF_r 1345214952115 0 1.5717 154.614 8.11047 26.2118 2.7974e-06 0.0240857 0.101369 5.03274e-06 1358 30. 0.065701 0.054015 20.3449 26.2118 2 2459099.7149537 596120221 -108.13693794428 29.5357324389642 -4.07268783783377 2.28303333361245 -162.234970016366 58.3582694064316 -2.79870588238521 1.03548412829361 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 58 596 6 1 ZTF_i 1345254512115 0 1.7072 381.124 12.3668 26.4497 5.654e-07 0.0166035 0.185685 3.32381e-06 1371 60. 0.055234 0.056123 20.0402 26.4497 2 2459099.7545139 596120321 70.2395998611612 48.1670801678141 1.62213318579931 1.67698408555503 -429.641500749919 95.7620122871274 -4.51677184560372 1.03405771804591 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 59 596 6 1 ZTF_i 1345275922115 0 1.4197 379.971 12.2657 26.4494 6.492e-07 0.0177498 0.181658 3.86319e-06 1368 60. 0.06402 0.061818 20.1676 26.4494 2 2459099.7759259 596120321 -258.591559656163 46.2728407698305 -6.21645772005265 1.55900271987103 -214.968062831121 96.4336237229606 -2.24419529980733 1.03339164228327 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 60 596 6 1 ZTF_r 1345324792115 0 1.6437 158.992 9.78773 26.2425 2.4093e-06 0.0222428 0.103692 4.33666e-06 1346 30. 0.055017 0.050227 20.135 26.2425 1 2459099.8247917 596120221 -334.175280765953 36.3531867701647 -10.2255490194408 1.45048084377148 -354.291143602634 73.6559652043332 -4.84247696502826 1.03369285276928 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 61 596 6 1 ZTF_g 1345371452115 0 2.0762 95.7628 9.92577 26.1949 6.0625e-06 0.0337448 -0.0552291 1.21621e-05 1261 30. 0.056123 0.048386 19.8564 26.1949 2 2459099.8714583 596120121 -20.5242355827554 47.8411539401937 -0.477221658442438 1.15716964499591 67.1395797130756 88.0626631547939 0.767541727945496 1.04845185951068 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 62 596 6 1 ZTF_g 1345415002115 0 2.3094 76.7071 12.6519 25.921 9.4005e-06 0.0377578 -0.0226498 2.16879e-05 1058 30. 0.067705 0.056072 19.249 25.921 2 2459099.915 596120121 -23.752146605081 59.0064991638999 -0.447772912011438 1.10056773045627 86.9710798503931 103.465669252889 0.846240455498857 1.05308363857304 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 63 596 6 1 ZTF_r 1348407762115 0 3.0375 80.1752 14.1909 25.5036 1.60884e-05 0.0484325 0.124596 3.01517e-05 989 30. 0.074112 0.065992 18.4848 25.5036 2 2459102.9077662 596120221 null null null null null null null null 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 61
 64 596 6 1 ZTF_g 1348462312115 48 3.866 10.8318 13.1624 23.8225 0.00541586 0.0686285 -0.0422973 0.0187943 38 30. 0.117785 0.089062 16.6348 23.8225 2 2459102.9623148 596120121 62.6406825213908 94.749102389641 0.735421255349064 1.0664374088269 50.421607666669 121.102211965713 0.419159974631003 1.1537928900285 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 65 596 6 1 ZTF_i 1350462962115 0 1.9987 173.564 12.9073 25.5935 1.6477e-06 0.0282005 0.196019 9.6733e-06 1348 60. 0.062855 0.059561 18.9833 25.5935 2 2459104.962963 596120321 -28.0567718631447 55.5478984536847 -0.561855800755448 1.17083230650423 -6.26495880288532 103.998429634731 -0.0606466240214293 1.04164745896246 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 66 596 6 1 ZTF_g 1352169152115 0 2.5939 50.9691 4.16335 25.3905 2.93989e-05 0.0710826 -0.0732628 6.22361e-05 1188 30. 0.236918 0.05643 19.8033 25.3905 2 2459106.6691551 596120121 null null null null null null null null 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 61
 67 596 6 1 ZTF_r 1352223922115 0 1.9782 108.834 6.0698 25.8079 5.9722e-06 0.0350337 0.109583 1.07476e-05 1334 30. 0.099728 0.048376 20.0878 25.8079 1 2459106.7239236 596120221 null null null null null null null null 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 61
 68 596 6 1 ZTF_r 1352225792115 0 1.6253 108.536 6.09936 25.8093 6.3813e-06 0.0361843 0.104478 1.15083e-05 1337 30. 0.094529 0.046985 20.2108 25.8093 2 2459106.7257986 596120221 null null null null null null null null 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 61
 69 596 6 1 ZTF_i 1352234592115 0 1.4899 292.818 10.344 26.1503 7.267e-07 0.0184379 0.191893 4.46708e-06 1339 60. 0.064705 0.051051 20.1724 26.1503 2 2459106.7345949 596120321 null null null null null null null null 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 61
 70 596 6 1 ZTF_i 1352269072115 0 1.6998 279.902 9.48047 26.1124 7.358e-07 0.0189517 0.194231 4.25074e-06 1347 60. 0.062025 0.048272 20.0961 26.1124 2 2459106.7690741 596120321 null null null null null null null null 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 61
 71 596 6 1 ZTF_g 1352309162115 0 1.8479 55.6929 4.24668 25.5252 2.92607e-05 0.0737457 -0.131963 5.84166e-05 1250 30. 0.16566 0.048224 20.199 25.5252 1 2459106.8091667 596120121 -177.072851248821 18.0670413894799 -10.9023405078105 1.85458259097464 -72.4483189615703 35.197110610637 -2.07222301185262 1.04671586674256 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 72 596 6 1 ZTF_g 1352313542115 0 1.8357 57.3908 4.20954 25.5659 2.71183e-05 0.0717764 -0.140663 5.27892e-05 1269 30. 0.159108 0.047189 20.2615 25.5659 2 2459106.8135417 596120121 -206.469817320317 20.6304358055254 -11.1327632219671 1.56877653138781 -204.810764062405 40.4115849729154 -5.10225413035214 1.04408804315943 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 73 596 6 1 ZTF_g 1352330432115 0 1.8386 58.3362 4.33635 25.5691 2.6816e-05 0.0710819 -0.117547 5.27158e-05 1260 30. 0.157886 0.047848 20.2235 25.5691 1 2459106.8304398 596120121 -124.678102759607 19.222769934897 -7.21487843317655 1.56203699368416 -131.261029949577 37.0675636278028 -3.56497885497017 1.04816295601804 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 74 596 6 1 ZTF_r 1352366792115 0 1.8451 104.871 6.79625 25.781 4.1677e-06 0.0293277 0.110666 7.51426e-06 1346 30. 0.076643 0.046783 19.9791 25.781 2 2459106.866794 596120221 15.7878010632149 28.281625734692 0.620972082507202 1.39506876748489 -94.0198188714756 54.247583911305 -1.74483434904225 1.04132346167716 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 75 596 6 1 ZTF_i 1353210262115 0 1.4313 282.074 9.31438 26.1126 1.0647e-06 0.0227007 0.193807 6.27068e-06 1348 60. 0.067082 0.059802 20.12 26.1126 2 2459107.7102662 596120321 -195.782994740342 34.3480407934646 -6.34056265394744 1.89551253781117 -228.725599624697 71.0632818029884 -3.24029616780507 1.03198669605467 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 76 596 6 1 ZTF_i 1353234422115 0 1.3461 302.578 9.19146 26.19 8.946e-07 0.0208307 0.191607 5.26973e-06 1348 60. 0.074521 0.068538 20.232 26.19 2 2459107.7344213 596120321 -394.837736931716 33.8337855942092 -12.981439757671 2.04398934052734 -633.528331503381 70.8099843201673 -9.0071363154419 1.03087386444495 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 77 596 6 1 ZTF_r 1353254722115 0 1.4894 118.476 5.92024 25.9163 6.0861e-06 0.0351041 0.102635 1.10705e-05 1335 30. 0.094382 0.061967 20.3782 25.9163 2 2459107.7547222 596120221 63.9129610223873 25.3986965773671 2.7991895597546 1.7809610604697 121.208563616804 50.6220167556606 2.41051064511059 1.03684949968002 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 78 596 6 1 ZTF_r 1353301012115 0 1.5646 116.235 6.28518 25.8948 4.9834e-06 0.0319837 0.105365 9.04155e-06 1344 30. 0.084505 0.049358 20.2805 25.8948 2 2459107.8010185 596120221 -201.349204817718 23.6300419931034 -9.4785133581366 2.23355783358022 -60.2719483608498 47.5968557947469 -1.27482965812834 1.0334562358909 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 79 596 6 1 ZTF_g 1353332662115 0 1.8922 66.1006 4.41894 25.7435 2.15083e-05 0.0651948 -0.145147 4.04867e-05 1304 30. 0.144369 0.045427 20.386 25.7435 2 2459107.832662 596120121 -207.353456538975 21.3284859380492 -10.8144902521608 1.4357427164134 -179.801801906622 41.0371474535911 -4.41094931347387 1.04399672274241 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 80 596 6 1 ZTF_g 1353343052115 0 1.8783 65.0315 4.51653 25.7264 2.05004e-05 0.0634386 -0.130681 3.90392e-05 1301 30. 0.138819 0.047067 20.3433 25.7264 2 2459107.8430556 596120121 -136.431571998391 21.6530339062707 -7.0089171820072 1.33333924729753 -54.2335472989338 41.9744692668852 -1.30076244712375 1.04040791082236 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 81 596 6 1 ZTF_g 1354287192115 0 1.7284 59.5309 4.13379 25.6187 2.91774e-05 0.0742733 -0.136862 5.80125e-05 1247 30. 0.153771 0.045493 20.3958 25.6187 2 2459108.7871991 596120121 -70.225961960237 19.0764935089432 -4.09500040358591 1.91782581027467 -2.27163531172864 38.3009094458191 -0.0597096763325316 1.04124806451729 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 82 596 6 1 ZTF_i 1354316942115 0 1.6675 317.895 9.10349 26.2526 8.205e-07 0.019601 0.192353 5.03285e-06 1342 60. 0.06139 0.063253 20.3444 26.2526 2 2459108.8169444 596120321 -336.422821565654 32.7347806860247 -11.4322263446454 1.56132640895937 -361.131180008609 66.4538436249246 -5.47091634511952 1.03074463216006 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 83 596 6 1 ZTF_i 1354334452115 0 1.2628 311.13 8.54502 26.2425 1.3682e-06 0.0256327 0.190713 8.1418e-06 1349 60. 0.066804 0.09491 20.3826 26.2425 2 2459108.834456 596120321 34.7232493395179 33.5524606040405 1.15120001051998 2.93528236270036 67.1288497170063 72.1382935098414 0.936825132589017 1.02402330191755 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 84 596 6 1 ZTF_g 1354359862115 0 1.9311 66.363 4.49548 25.7254 2.09809e-05 0.0642061 -0.117447 4.0046e-05 1303 30. 0.146411 0.047804 20.3075 25.7254 2 2459108.8598611 596120121 -125.401538928574 21.2783397960127 -6.5557129226725 1.34790214676048 -123.331672624341 40.2333128065184 -3.0860575447127 1.04777797003781 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 85 596 6 1 ZTF_r 1354380532115 0 1.9812 123.283 6.61476 25.9523 4.5765e-06 0.0307482 0.115529 8.25207e-06 1348 30. 0.082835 0.050736 20.1461 25.9523 2 2459108.8805324 596120221 149.307121989808 30.5679209909695 5.43337178430968 1.97262464453308 85.9146515474032 55.3800034900408 1.56181448569647 1.04802536049766 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 86 596 6 1 ZTF_r 1355148182115 0 2.1113 133.313 6.22225 26.044 5.8856e-06 0.0346592 0.103011 1.07029e-05 1342 30. 0.117724 0.061614 20.2286 26.044 2 2459109.6481829 596120221 10.185338667987 30.7679271563316 0.368240911171085 4.68886065413303 43.3699391851013 53.7617276928749 0.81213978967021 1.04625609115514 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 87 596 6 1 ZTF_g 1355189572115 0 2.6018 75.5671 4.3333 25.8961 2.21045e-05 0.0655907 -0.15187 4.21094e-05 1306 30. 0.212005 0.054246 20.2245 25.8961 2 2459109.6895718 596120121 -102.67973813664 27.0053107786372 -4.229513095666 1.54294809739639 -75.8229954354157 44.9472073675659 -1.69829611543842 1.05741601189071 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 88 596 6 1 ZTF_r 1355234592115 0 1.8244 140.985 5.65876 26.097 5.7699e-06 0.0342599 0.097958 1.0525e-05 1339 30. 0.114778 0.049769 20.4982 26.097 1 2459109.7345949 596120221 -172.312833349861 29.3244962689483 -6.53644880596952 1.65169757474361 -203.097204136987 56.1349297910831 -3.6423858772601 1.04518414726808 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 89 596 6 1 ZTF_i 1355255402115 2097152 1.4507 357.246 8.82734 26.3637 8.268e-07 0.0196821 0.189499 5.14498e-06 1343 60. 0.065692 0.062846 20.4785 26.3637 2 2459109.7554051 596120321 35.2078227827243 33.6853953518194 1.16265890366357 2.00341859627981 -23.5711499042264 67.99181820505 -0.349011154304339 1.03264732270807 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 90 596 6 1 ZTF_i 1355275922115 2097152 1.3957 340.007 8.29545 26.3279 1.0187e-06 0.0219952 0.189043 6.21252e-06 1351 60. 0.067047 0.067795 20.448 26.3279 2 2459109.7759259 596120321 87.5711578355268 34.594431579617 2.81585115116458 1.83598128261446 -36.2842962026202 71.3964236934064 -0.511631691553929 1.02892437281566 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 91 596 6 1 ZTF_g 1355308872115 0 2.2863 73.5503 4.37762 25.8666 1.81311e-05 0.0606045 -0.13181 3.35627e-05 1329 30. 0.169097 0.055247 20.3638 25.8666 1 2459109.8088773 596120121 -140.526232527954 25.1220733294994 -6.22238279877858 1.47860642104642 -47.8451600923906 45.2053069882766 -1.06552533778548 1.0499928576661 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 92 596 6 1 ZTF_g 1355316592115 0 1.9906 72.0035 4.49669 25.8374 2.02794e-05 0.0637484 -0.13843 3.79992e-05 1319 30. 0.155107 0.048895 20.401 25.8374 2 2459109.8165972 596120121 -144.869600245703 22.0326211103043 -7.31418425683805 1.55947162078348 2.4347329450633 41.4096425489776 0.0591922765001253 1.04789000284839 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 93 596 6 1 ZTF_r 1355380452115 0 2.6079 105.603 7.90577 25.796 7.427e-06 0.0390574 0.115666 1.34312e-05 1350 30. 0.077488 0.074502 19.5387 25.796 2 2459109.8804514 596120221 -109.679760870227 47.4785072803757 -2.56971074026738 2.05151393328201 48.7781350984831 75.9179005890937 0.646838996649909 1.07289675266081 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 94 596 6 1 ZTF_i 1356190172115 0 1.5988 273.195 9.76007 26.0867 7.256e-07 0.0187698 0.195815 4.26217e-06 1357 60. 0.05872 0.051077 19.9654 26.0867 2 2459110.6901736 596120321 -51.2439567083433 37.128430012314 -1.53529159151759 1.70757806983964 -266.625263038206 74.2270029512191 -3.61621766813663 1.03505835062912 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 95 596 6 1 ZTF_i 1356213772115 0 1.7974 286.528 9.77568 26.1402 6.238e-07 0.0173431 0.191873 3.71116e-06 1359 60. 0.060302 0.04812 19.9219 26.1402 2 2459110.7137731 596120321 22.4488288652583 41.6140804391365 0.600078667329356 1.62152872501436 134.390403293752 81.2907169203481 1.66434170490393 1.03781012002002 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 96 596 6 1 ZTF_r 1356232962115 0 1.7731 98.4024 7.3441 25.7024 4.1236e-06 0.0290141 0.121525 7.53173e-06 1343 30. 0.067297 0.045697 19.8478 25.7024 2 2459110.732963 596120221 82.0905405414946 29.4253875787408 3.10331402795802 1.38642489633081 161.350127700512 55.9857684299307 2.90139502679398 1.04302979466486 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 97 596 6 1 ZTF_r 1356281052115 0 1.8118 124.211 7.06205 25.9673 3.4967e-06 0.0268486 0.108449 6.30221e-06 1350 30. 0.075273 0.045021 20.1431 25.9673 2 2459110.7810532 596120221 86.5652583008177 31.283783764636 3.07807469805379 1.45754720877646 143.02209227368 59.6510801144797 2.41379291066609 1.03965817336631 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 98 596 6 1 ZTF_r 1356289592115 0 1.8744 124.608 7.30445 25.9723 3.4734e-06 0.0267246 0.104785 6.30544e-06 1348 30. 0.069529 0.04861 20.0762 25.9723 1 2459110.7895949 596120221 23.1014968351712 34.4997559325301 0.744867282605234 1.43088820505068 81.3771165202118 65.2773710391777 1.25503210037106 1.04036423035631 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 99 596 6 1 ZTF_g 1356295152115 0 2.2226 44.4304 5.13018 25.2835 2.42978e-05 0.0639935 -0.0792011 5.26439e-05 1160 30. 0.127071 0.05099 19.6265 25.2835 2 2459110.7951505 596120121 -322.79242401761 24.9201681749275 -14.4087785090515 1.19384412301405 -408.671064975244 44.8862845696393 -9.16590651365667 1.05044626897782 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 100 596 6 1 ZTF_g 1356321452115 0 2.1248 74.4912 4.76455 25.8857 1.69366e-05 0.0586106 -0.12414 3.12692e-05 1327 30. 0.131434 0.050135 20.3176 25.8857 2 2459110.8214583 596120121 -80.7970203862633 25.3587893113865 -3.54422782568404 1.45106883357497 -32.334712664169 46.4048041310818 -0.701489628582083 1.04654056107432 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 101 596 6 1 ZTF_g 1357165192115 0 1.9401 86.6732 4.49775 26.0524 1.74907e-05 0.060008 -0.147626 3.18159e-05 1337 30. 0.148551 0.050233 20.6369 26.0524 2 2459111.6651968 596120121 -145.566222293139 23.8506919590014 -6.78913475887155 1.63909486110876 -156.610381444155 45.1920059709252 -3.48878431010964 1.04568625349784 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 102 596 6 1 ZTF_i 1357276032115 2097152 1.4237 362.612 8.63231 26.4075 7.427e-07 0.0186961 0.193383 4.5992e-06 1345 60. 0.065035 0.063217 20.4759 26.4075 2 2459111.7760301 596120321 -58.1298178913349 35.2490241617852 -1.83445332003487 2.67782552881515 -296.700594557528 72.2228460891301 -4.13579506080238 1.02930150200319 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 103 596 6 1 ZTF_i 1357295032115 2097152 1.374 363.109 8.49188 26.4001 7.351e-07 0.0188366 0.189459 4.37208e-06 1354 60. 0.066321 0.066906 20.4925 26.4001 2 2459111.7950347 596120321 -504.75074429345 32.6174012079745 -17.2140243694128 2.08211388790127 -536.054006201257 68.2062817555569 -7.91223838749828 1.02693811189638 0.192043162744014 15.0059997177124 0.0920000001788139 6.04300022125244 0.626999974250793 2458274.858183 2458379.628507 0
 104 596 6 1 ZTF_g 1357336842115 0 1.8932 90.2744 4.72685 26.1076 1.39794e-05 0.0537775 -0.140582 2.543e-05 1347 30. 0.128349 0.045356 20.6601 26.1076 2 2459111.8368403 596120121 -27.5942212744911 22.524074218863 -1.36278076131724 1.28858799821064 -17.1143121885847 42.513756733982 -0.405270655652817 1.0480060908145 0.256007690606281 16.4600002288818 0.0599999986588955 5.40000009536743 0.256000012159348 2458247.983391 2458282.934097 0
 105 596 6 1 ZTF_r 1357406002115 0 1.925 138.648 7.54817 26.0897 3.1324e-06 0.0255097 0.107038 5.59604e-06 1355 30. 0.064477 0.055932 20.1349 26.0897 2 2459111.9060069 596120221 174.526074543116 34.0867841743134 5.69546373469652 1.55685818210232 141.272106931084 63.5918922019229 2.23650496588058 1.03423183068131 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 106 596 6 1 ZTF_r 1358190032115 0 1.6532 162.084 5.84769 26.2648 4.2738e-06 0.029799 0.0973013 7.64875e-06 1354 30. 0.096896 0.054001 20.6656 26.2648 2 2459112.6900347 596120221 -136.362134120501 28.0477444859353 -5.4081739038923 2.85675577989189 -153.974833938044 54.3763266902917 -2.85072333382205 1.03481677650317 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
 107 596 6 1 ZTF_r 1358203692115 0 1.4732 162.647 5.86407 26.2694 4.449e-06 0.030255 0.0950024 7.99324e-06 1347 30. 0.098963 0.060831 20.7193 26.2694 1 2459112.7036921 596120221 17.6809884911208 26.6023440599941 0.739335290007773 2.31426180451739 -200.999360080304 53.3606313177123 -3.7921796901184 1.03174854177322 0.211280122804579 15.4939998626709 0.061999998986721 5.43100023269653 0.296999990940094 2458244.982639 2458379.809039 0
