HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458255.65465,2018-05-17.1552473,br,1.56,18.597,>18.597,99.990,-0.038,0.026,g
2458258.75026,2018-05-20.2511333,bb,1.74,16.784,>16.784,99.990,0.141,0.148,V
2458261.75547,2018-05-23.2566265,bb,1.75,17.145,>17.145,99.990,0.231,0.106,V
2458264.62494,2018-05-26.1263497,br,2.06,17.563,>17.563,99.990,-0.224,0.069,g
2458265.68217,2018-05-27.1836724,br,1.98,17.138,>17.138,99.990,-0.076,0.101,g
2458268.61544,2018-05-30.1171972,br,1.56,17.216,>17.216,99.990,-0.050,0.094,g
2458273.74681,2018-06-04.2490149,bb,2.16,17.596,>17.596,99.990,0.064,0.070,V
2458282.64191,2018-06-13.1448356,br,1.41,18.321,>18.321,99.990,-0.003,0.034,g
2458289.62331,2018-06-20.1267578,br,1.60,16.148,>16.148,99.990,0.079,0.252,g
2458402.13090,2018-10-10.6338356,bb,1.67,17.799,>17.799,99.990,0.043,0.058,V
2458418.10758,2018-10-26.6091402,bb,1.70,16.392,>16.392,99.990,0.141,0.213,V
2458419.10325,2018-10-27.6047187,bb,1.82,17.239,>17.239,99.990,-0.173,0.098,V
2458425.96533,2018-11-03.4661847,br,1.50,18.540,>18.540,99.990,-0.067,0.028,g
2458428.98650,2018-11-06.4870594,br,1.56,18.743,>18.743,99.990,-0.024,0.023,g
2458433.11095,2018-11-10.6111305,bb,1.76,18.034,>18.034,99.990,-0.044,0.047,V
2458439.91145,2018-11-17.4109936,br,1.59,18.213,>18.213,99.990,0.010,0.038,g
2458443.03416,2018-11-20.5334020,bb,2.03,16.546,>16.546,99.990,-0.154,0.185,V
2458444.03599,2018-11-21.5351386,bb,2.00,17.203,>17.203,99.990,-0.306,0.101,V
2458450.04093,2018-11-27.5395299,bb,1.78,16.506,>16.506,99.990,0.126,0.192,V
2458454.89043,2018-12-02.3885946,br,1.50,18.647,>18.647,99.990,-0.051,0.025,g
2458462.89010,2018-12-10.3875760,br,1.78,18.438,>18.438,99.990,-0.089,0.031,g
2458467.02144,2018-12-14.5185811,bB,2.24,18.809,>18.809,99.990,0.010,0.022,g
2458469.96227,2018-12-17.4591792,bB,2.15,18.128,>18.128,99.990,0.041,0.041,g
2458471.00095,2018-12-18.4977876,bB,1.76,17.996,>17.996,99.990,-0.184,0.046,g
2458471.92201,2018-12-19.4187809,br,1.51,18.015,>18.015,99.990,-0.034,0.045,g
2458475.94383,2018-12-23.4403045,br,1.69,17.570,>17.570,99.990,0.023,0.068,g
2458486.15981,2019-01-02.6556212,bB,2.04,18.984,>18.984,99.990,-0.058,0.019,g
2458487.15106,2019-01-03.6468123,bB,1.77,18.733,>18.733,99.990,0.006,0.023,g
2458489.14039,2019-01-05.6360336,bB,2.06,18.773,>18.773,99.990,0.005,0.022,g
2458490.14032,2019-01-06.6359021,bB,2.02,18.808,>18.808,99.990,0.021,0.022,g
2458491.13279,2019-01-07.6283236,bB,2.03,18.662,>18.662,99.990,0.027,0.025,g
2458494.03422,2019-01-10.5296195,bB,2.08,19.072,>19.072,99.990,-0.004,0.017,g
2458495.81634,2019-01-12.3116439,br,1.40,18.490,>18.490,99.990,0.031,0.029,g
2458496.98981,2019-01-13.4850788,bB,1.76,18.899,>18.899,99.990,0.030,0.020,g
2458498.87820,2019-01-15.3733760,bB,2.01,18.597,>18.597,99.990,-0.060,0.026,g
2458500.87101,2019-01-17.3661126,bB,2.09,18.366,>18.366,99.990,-0.007,0.033,g
2458501.87152,2019-01-18.3665811,bB,2.09,17.497,>17.497,99.990,0.061,0.073,g
2458502.82567,2019-01-19.3207021,br,1.59,17.181,>17.181,99.990,-0.055,0.097,g
2458503.82792,2019-01-20.3229106,br,1.57,16.768,>16.768,99.990,0.192,0.143,g
2458508.10452,2019-01-24.5993856,bB,2.03,17.541,>17.541,99.990,0.049,0.070,g
2458509.07617,2019-01-25.5710092,bB,2.19,17.842,>17.842,99.990,-0.049,0.053,g
2458519.81727,2019-02-05.3119438,bB,1.80,18.881,>18.881,99.990,0.020,0.020,g
2458536.83272,2019-02-22.3275158,br,1.47,17.320,>17.320,99.990,-0.046,0.086,g
2458567.61627,2019-03-25.1124017,br,1.60,18.769,>18.769,99.990,-0.031,0.023,g
2458569.96845,2019-03-27.4647256,bB,2.21,18.534,>18.534,99.990,0.013,0.028,g
2458572.75532,2019-03-30.2517944,bB,2.48,18.698,>18.698,99.990,-0.022,0.024,g
2458576.82956,2019-04-03.3263232,bB,1.71,18.854,>18.854,99.990,-0.023,0.021,g
2458577.74422,2019-04-04.2410592,br,1.48,18.570,>18.570,99.990,-0.022,0.027,g
2458578.86892,2019-04-05.3658342,bB,2.22,18.747,>18.747,99.990,-0.046,0.023,g
2458580.80941,2019-04-07.3064834,bB,1.74,18.932,>18.932,99.990,0.026,0.019,g
2458581.74764,2019-04-08.2447783,br,1.38,18.210,>18.210,99.990,-0.105,0.038,g
2458582.85406,2019-04-09.3512803,bB,1.71,18.893,>18.893,99.990,-0.038,0.020,g
2458583.75700,2019-04-10.2543060,br,1.44,18.594,>18.594,99.990,-0.095,0.027,g
2458585.64303,2019-04-12.1404788,br,1.61,18.106,>18.106,99.990,0.073,0.042,g
2458589.75067,2019-04-16.2484618,bB,2.22,17.362,>17.362,99.990,0.074,0.082,g
2458592.80169,2019-04-19.2997348,bB,2.07,17.209,>17.209,99.990,-0.229,0.095,g
2458596.80623,2019-04-23.3046241,bB,1.75,18.972,>18.972,99.990,0.027,0.019,g
2458599.63426,2019-04-26.1329106,br,1.38,18.591,>18.591,99.990,0.063,0.027,g
2458604.77704,2019-05-01.2761475,bB,2.15,18.441,>18.441,99.990,-0.042,0.031,g
2458605.73802,2019-05-02.2372184,br,1.36,18.453,>18.453,99.990,0.102,0.030,g
2458607.79347,2019-05-04.2928603,bB,1.80,18.618,>18.618,99.990,-0.067,0.026,g
2458608.77619,2019-05-05.2756711,br,1.44,18.223,>18.223,99.990,0.005,0.037,g
2458610.84393,2019-05-07.3435952,bB,1.70,18.892,>18.892,99.990,-0.008,0.020,g
2458612.83211,2019-05-09.3319593,bB,1.74,18.448,>18.448,99.990,0.027,0.030,g
2458619.80819,2019-05-16.3086761,bB,1.68,17.708,>17.708,99.990,0.073,0.060,g
2458622.79350,2019-05-19.2942685,bB,2.17,17.439,>17.439,99.990,-0.109,0.077,g
2458623.72087,2019-05-20.2217285,br,1.60,16.774,>16.774,99.990,0.293,0.142,g
2458625.79686,2019-05-22.2979050,bB,1.75,18.974,>18.974,99.990,-0.067,0.019,g
2458626.65418,2019-05-23.1552942,br,1.73,18.326,>18.326,99.990,-0.009,0.034,g
2458627.79103,2019-05-24.2922445,bB,2.31,18.491,>18.491,99.990,-0.063,0.029,g
2458630.71666,2019-05-27.2181483,br,1.48,18.005,>18.005,99.990,-0.070,0.046,g
2458635.76934,2019-06-01.2712695,bB,2.01,18.605,>18.605,99.990,-0.052,0.026,g
2458637.76210,2019-06-03.2641993,bB,1.75,18.502,>18.502,99.990,0.042,0.029,g
2458639.67536,2019-06-05.1776137,br,1.44,17.841,>17.841,99.990,0.025,0.053,g
2458640.66932,2019-06-06.1716725,br,1.46,18.253,>18.253,99.990,-0.048,0.036,g
2458644.74668,2019-06-10.2493555,bB,2.18,16.742,>16.742,99.990,0.180,0.146,g
2458646.63800,2019-06-12.1408219,br,1.53,17.390,>17.390,99.990,0.127,0.080,g
2458647.64080,2019-06-13.1437103,br,1.49,17.340,>17.340,99.990,-0.165,0.084,g
2458649.63196,2019-06-15.1350184,br,1.67,17.191,>17.191,99.990,0.058,0.097,g
2458651.62448,2019-06-17.1276901,br,1.55,16.768,>16.768,99.990,-0.276,0.142,g
2458652.63625,2019-06-18.1395403,br,2.02,17.311,>17.311,99.990,-0.005,0.086,g
2458654.62834,2019-06-20.1317684,br,1.47,17.470,>17.470,99.990,0.068,0.075,g
2458658.62236,2019-06-24.1260775,br,1.52,16.357,>16.357,99.990,-0.078,0.208,g
2458771.13972,2019-10-14.6423458,bB,1.62,16.786,>16.786,99.990,0.011,0.140,g
2458772.11729,2019-10-15.6198325,bB,2.00,17.235,>17.235,99.990,-0.033,0.093,g
2458775.13145,2019-10-18.6337421,bB,1.98,17.283,>17.283,99.990,0.026,0.089,g
2458782.96595,2019-10-26.4675484,br,1.53,18.623,>18.623,99.990,0.003,0.026,g
2458783.99236,2019-10-27.4938695,br,1.47,18.324,>18.324,99.990,0.059,0.034,g
2458791.08004,2019-11-03.5808956,bB,1.76,18.869,>18.869,99.990,0.019,0.021,g
2458796.94157,2019-11-09.4418820,br,1.42,18.498,>18.498,99.990,0.011,0.029,g
2458820.96138,2019-12-03.4594692,br,1.59,18.702,>18.702,99.990,-0.016,0.024,g
2458821.95699,2019-12-04.4549909,br,1.45,18.264,>18.264,99.990,-0.002,0.036,g
2458826.00525,2019-12-08.5029045,bB,1.68,17.983,>17.983,99.990,0.036,0.047,g
2458826.99489,2019-12-09.4924678,bB,2.05,17.568,>17.568,99.990,-0.184,0.068,g
2458828.00973,2019-12-10.5072218,bB,1.75,17.360,>17.360,99.990,-0.193,0.083,g
2458829.07907,2019-12-11.5764685,bB,2.02,17.569,>17.569,99.990,-0.070,0.068,g
2458831.01583,2019-12-13.5130688,br,1.66,16.777,>16.777,99.990,0.100,0.141,g
2458842.12532,2019-12-24.6217253,bB,1.77,18.976,>18.976,99.990,0.024,0.019,g
2458845.13747,2019-12-27.6336645,bB,1.99,18.936,>18.936,99.990,0.017,0.019,g
2458848.90876,2019-12-31.4047189,bB,2.07,18.857,>18.857,99.990,-0.029,0.021,g
2458849.87341,2020-01-01.3693140,br,1.48,18.434,>18.434,99.990,0.110,0.031,g
2458854.92727,2020-01-06.4228868,bB,2.26,17.989,>17.989,99.990,-0.006,0.046,g
2458866.77806,2020-01-18.2731368,br,1.46,18.561,>18.561,99.990,0.026,0.027,g
2458896.78548,2020-02-17.2801813,br,1.47,18.648,>18.648,99.990,-0.041,0.025,g
2458905.05026,2020-02-25.5451166,bB,2.02,18.666,>18.666,99.990,-0.022,0.025,g
2458905.85333,2020-02-26.3482092,br,1.49,18.637,>18.637,99.990,-0.077,0.025,g
2458912.01490,2020-03-03.5099789,bB,1.99,19.119,>19.119,99.990,-0.010,0.016,g
2458919.86155,2020-03-11.3569453,br,1.42,17.288,>17.288,99.990,-0.030,0.088,g
2458925.90481,2020-03-17.4005200,br,2.36,18.214,>18.214,99.990,-0.007,0.038,g
2458931.69366,2020-03-23.1897119,br,1.40,18.581,>18.581,99.990,-0.044,0.027,g
2458932.88220,2020-03-24.3783277,br,1.46,18.132,>18.132,99.990,-0.010,0.041,g
2458933.76672,2020-03-25.2629107,br,1.52,18.471,>18.471,99.990,-0.011,0.030,g
2458954.68598,2020-04-15.1837371,br,1.46,18.575,>18.575,99.990,-0.067,0.027,g
2458958.73202,2020-04-19.2301226,bB,2.43,17.495,>17.495,99.990,-0.010,0.073,g
2458959.79070,2020-04-20.2888899,br,1.70,18.304,>18.304,99.990,-0.001,0.035,g
2458963.68884,2020-04-24.1873810,br,1.65,18.423,>18.423,99.990,-0.076,0.031,g
2458966.85906,2020-04-27.3578873,bB,2.00,18.647,>18.647,99.990,0.062,0.025,g
2458968.73107,2020-04-29.2300646,br,1.41,18.005,>18.005,99.990,-0.066,0.046,g
2458981.75301,2020-05-12.2532028,bB,2.42,18.713,>18.713,99.990,-0.007,0.024,g
2458983.79907,2020-05-14.2994449,bB,2.09,18.889,>18.889,99.990,-0.056,0.020,g
2458985.71934,2020-05-16.2199023,br,1.46,18.323,>18.323,99.990,0.006,0.034,g
2458986.73141,2020-05-17.2320590,br,1.44,18.444,>18.444,99.990,-0.052,0.030,g
2458993.71357,2020-05-24.21485,br,1.44,18.371,>18.371,99.990,0.094,0.033,g
2458995.68164,2020-05-26.1830993,br,1.46,18.157,>18.157,99.990,0.033,0.040,g
2458996.70308,2020-05-27.2046281,br,1.46,18.137,>18.137,99.990,0.043,0.040,g
2459006.67366,2020-06-06.1760572,br,1.49,16.666,>16.666,99.990,-0.556,0.157,g
2459008.65594,2020-06-08.1585048,br,1.42,18.361,>18.361,99.990,0.096,0.033,g
2459011.64917,2020-06-11.1519805,br,1.48,18.256,>18.256,99.990,0.122,0.036,g
2459014.64242,2020-06-14.1454600,br,1.38,18.138,>18.138,99.990,0.029,0.040,g
2459016.63155,2020-06-16.1347449,br,1.72,17.757,>17.757,99.990,0.009,0.057,g
2459125.99295,2020-10-03.4963771,br,1.76,16.673,>16.673,99.990,0.195,0.156,g
2459127.13333,2020-10-04.6366800,bB,2.34,17.302,>17.302,99.990,0.087,0.087,g
2459129.98258,2020-10-07.4857217,br,1.45,17.298,>17.298,99.990,-0.048,0.088,g
2459132.11551,2020-10-09.6184869,bB,2.06,17.641,>17.641,99.990,0.033,0.064,g
