HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458792.69762,2019-11-05.1930813,bG,1.46,17.634,>17.634,99.990,-1.064,0.064,g
2458793.69297,2019-11-06.1883813,bk,1.44,17.175,>17.175,99.990,-1.594,0.098,g
2458793.76338,2019-11-06.2587896,bG,1.45,17.705,>17.705,99.990,-0.987,0.060,g
2458794.75618,2019-11-07.2515398,bG,1.46,17.557,>17.557,99.990,-0.988,0.069,g
2458797.68904,2019-11-10.1842578,bk,1.60,17.136,>17.136,99.990,-0.999,0.102,g
2458798.05336,2019-11-10.5485572,bC,1.43,17.671,>17.671,99.990,-0.777,0.062,g
2458799.02328,2019-11-11.5184437,bC,1.62,17.484,>17.484,99.990,-1.251,0.074,g
2458803.40772,2019-11-15.9026932,bo,1.47,16.381,>16.381,99.990,-1.127,0.204,g
2458804.66578,2019-11-17.1607114,bG,1.48,17.060,>17.060,99.990,-0.619,0.109,g
2458804.94427,2019-11-17.4391961,bs,1.53,17.586,>17.586,99.990,-0.536,0.067,g
2458805.68738,2019-11-18.1822829,bG,1.48,17.913,>17.913,99.990,-0.624,0.050,g
2458805.92833,2019-11-18.4232224,bs,1.48,17.749,>17.749,99.990,-0.545,0.058,g
2458807.59751,2019-11-20.0923483,bo,1.46,17.559,>17.559,99.990,-0.729,0.069,g
2458807.62811,2019-11-20.1229548,bk,1.50,17.902,>17.902,99.990,-1.070,0.050,g
2458808.07992,2019-11-20.5747466,bC,1.43,18.045,>18.045,99.990,-0.771,0.044,g
2458808.62930,2019-11-21.1241032,bk,1.47,17.898,>17.898,99.990,-0.935,0.050,g
2458808.97988,2019-11-21.4746740,bC,1.46,18.234,>18.234,99.990,-0.642,0.037,g
2458810.62318,2019-11-23.1179376,bk,1.52,18.153,>18.153,99.990,-0.523,0.040,g
2458811.82543,2019-11-24.3201526,bs,1.50,18.708,>18.708,99.990,-0.079,0.024,g
2458812.80636,2019-11-25.3010674,bG,1.49,18.320,>18.320,99.990,0.166,0.034,g
2458814.61430,2019-11-27.1089640,bG,1.44,18.080,17.402,0.117,0.398,0.043,g
2458815.71399,2019-11-28.2086409,bG,1.52,18.231,18.062,0.187,0.216,0.037,g
2458816.60421,2019-11-29.0988467,bk,1.46,18.133,>18.133,99.990,-0.395,0.041,g
2458817.44783,2019-11-29.9424531,bo,1.46,18.179,>18.179,99.990,-0.372,0.039,g
2458819.82519,2019-12-02.3197834,bs,1.52,18.530,>18.530,99.990,-0.283,0.028,g
2458820.85638,2019-12-03.3509607,bC,1.48,18.202,>18.202,99.990,-0.567,0.038,g
2458821.86561,2019-12-04.3601822,bC,1.44,18.059,>18.059,99.990,-0.533,0.043,g
2458822.37592,2019-12-04.8705005,bo,1.61,17.682,>17.682,99.990,-0.950,0.061,g
2458823.58006,2019-12-06.0746223,bk,1.49,17.235,>17.235,99.990,-1.301,0.093,g
2458824.38087,2019-12-06.8754334,bo,1.57,17.432,>17.432,99.990,-1.079,0.077,g
2458824.86100,2019-12-07.3555707,bC,1.51,17.804,>17.804,99.990,-0.790,0.055,g
2458825.47827,2019-12-07.9728267,bo,1.46,17.277,>17.277,99.990,-0.876,0.089,g
2458825.89889,2019-12-08.3934444,bC,1.49,17.811,>17.811,99.990,-0.655,0.055,g
2458826.89135,2019-12-09.3859081,bC,1.43,17.680,>17.680,99.990,-0.993,0.062,g
2458831.54927,2019-12-14.0438621,bk,1.59,17.575,>17.575,99.990,-1.353,0.068,g
2458831.87505,2019-12-14.3696307,bs,1.50,17.416,>17.416,99.990,-0.817,0.079,g
2458832.65845,2019-12-15.1530430,bk,1.61,17.434,>17.434,99.990,-1.366,0.077,g
2458832.87942,2019-12-15.3740184,bs,1.56,17.547,>17.547,99.990,-0.978,0.070,g
2458833.70601,2019-12-16.2006142,bG,1.42,17.496,>17.496,99.990,-0.664,0.073,g
2458835.59006,2019-12-18.0846914,bk,1.46,17.711,>17.711,99.990,-1.298,0.060,g
2458836.70227,2019-12-19.1969252,bk,1.47,17.814,>17.814,99.990,-1.214,0.054,g
2458837.98155,2019-12-20.4762315,bC,1.42,17.493,>17.493,99.990,-1.256,0.073,g
2458838.66535,2019-12-21.1600521,bk,1.45,17.897,>17.897,99.990,-1.186,0.050,g
2458839.74149,2019-12-22.2362090,bs,1.51,18.053,>18.053,99.990,-0.865,0.044,g
2458840.42737,2019-12-22.9221143,bo,1.46,17.744,>17.744,99.990,-1.055,0.058,g
2458841.36343,2019-12-23.8581811,bo,1.49,17.668,>17.668,99.990,-1.236,0.062,g
2458841.86159,2019-12-24.3563549,bC,1.44,18.062,>18.062,99.990,-1.007,0.043,g
2458843.78497,2019-12-26.2797928,bs,1.49,18.044,>18.044,99.990,-0.711,0.044,g
2458844.78120,2019-12-27.27605,bs,1.49,18.065,>18.065,99.990,-0.797,0.043,g
2458846.80481,2019-12-29.2997282,bs,1.53,18.053,>18.053,99.990,-0.868,0.044,g
2458849.53603,2020-01-01.0310444,bk,1.55,16.767,>16.767,99.990,-0.915,0.143,g
2458850.56576,2020-01-02.0608188,bk,1.47,17.725,>17.725,99.990,-1.337,0.059,g
2458852.76921,2020-01-04.2643556,bs,1.53,17.893,>17.893,99.990,-0.736,0.051,g
2458853.29083,2020-01-04.7859986,bo,2.43,16.952,>16.952,99.990,-1.211,0.120,g
2458860.38993,2020-01-11.8854490,bo,1.49,16.555,>16.555,99.990,-0.883,0.173,g
2458860.63412,2020-01-12.1296568,bk,1.54,17.127,>17.127,99.990,-0.731,0.102,g
2458861.63722,2020-01-13.1328090,bG,1.43,17.138,>17.138,99.990,-0.215,0.101,g
2458864.43934,2020-01-15.9350931,bo,1.52,17.632,>17.632,99.990,-0.885,0.064,g
2458864.72541,2020-01-16.2211815,bG,1.59,17.605,>17.605,99.990,-0.342,0.066,g
2458865.44852,2020-01-16.9443335,bo,1.57,17.399,>17.399,99.990,-1.028,0.080,g
2458866.91604,2020-01-18.4119549,bC,1.55,18.034,>18.034,99.990,-1.031,0.044,g
2458867.89820,2020-01-19.3941765,bC,1.44,18.036,>18.036,99.990,-0.896,0.044,g
2458868.89479,2020-01-20.3908260,bC,1.47,18.155,>18.155,99.990,-0.750,0.040,g
2458869.89531,2020-01-21.3914126,bC,1.49,18.238,>18.238,99.990,-0.650,0.037,g
2458870.90557,2020-01-22.4017423,bC,1.42,18.192,>18.192,99.990,-0.758,0.038,g
2458871.88935,2020-01-23.3855929,bC,1.45,18.071,>18.071,99.990,-0.575,0.043,g
2458872.88464,2020-01-24.3809502,bC,1.42,18.261,>18.261,99.990,-0.438,0.036,g
2458873.43512,2020-01-24.9314663,bo,1.47,18.030,>18.030,99.990,-0.333,0.045,g
2458873.88124,2020-01-25.3776145,bC,1.49,18.363,>18.363,99.990,-0.156,0.033,g
2458874.42547,2020-01-25.9218938,bo,1.44,17.905,>17.905,99.990,-0.317,0.050,g
2458874.87741,2020-01-26.3738659,bC,1.47,18.614,>18.614,99.990,0.124,0.026,g
2458875.42125,2020-01-26.9177473,bo,1.46,18.263,>18.263,99.990,0.095,0.036,g
2458875.87394,2020-01-27.3704644,bC,1.43,18.446,18.156,0.167,0.198,0.030,g
2458876.41691,2020-01-27.9134783,bo,1.41,17.975,17.156,0.103,0.499,0.047,g
2458876.87547,2020-01-28.3720652,bC,1.49,17.946,16.566,0.061,0.858,0.048,g
2458877.41699,2020-01-28.9136254,bo,1.45,18.015,17.106,0.094,0.522,0.045,g
2458877.87102,2020-01-29.3677025,bC,1.43,18.005,16.416,0.050,0.985,0.046,g
2458878.43215,2020-01-29.9288677,bo,1.67,17.800,16.569,0.070,0.856,0.055,g
2458879.42662,2020-01-30.9234184,bo,1.48,18.211,17.638,0.129,0.320,0.038,g
2458879.54347,2020-01-31.0402697,bk,1.65,18.063,17.271,0.105,0.448,0.043,g
2458880.28117,2020-01-31.7780335,bo,1.53,17.333,16.565,0.108,0.860,0.085,g
2458880.54363,2020-02-01.0405137,bG,1.79,17.553,16.459,0.080,0.948,0.069,g
2458888.83849,2020-02-09.3360528,bC,1.61,17.074,>17.074,99.990,0.412,0.108,g
2458889.38427,2020-02-09.8818789,bo,1.55,16.568,>16.568,99.990,0.767,0.171,g
2458890.37847,2020-02-10.8761726,bo,1.50,17.092,>17.092,99.990,0.010,0.106,g
2458891.37721,2020-02-11.8749928,bo,1.47,17.211,>17.211,99.990,-0.347,0.095,g
2458892.39011,2020-02-12.8879932,bo,1.46,17.155,>17.155,99.990,-0.036,0.100,g
2458893.37160,2020-02-13.8695719,bo,1.42,17.858,>17.858,99.990,-0.130,0.052,g
2458894.36752,2020-02-14.8655687,bo,1.47,18.245,18.056,0.183,0.218,0.037,g
2458896.38168,2020-02-16.8799148,bo,1.52,18.088,17.564,0.135,0.343,0.042,g
2458897.36139,2020-02-17.8597135,bo,1.55,18.079,17.211,0.098,0.474,0.043,g
2458901.30349,2020-02-21.8021783,bo,1.45,18.029,17.251,0.106,0.457,0.045,g
2458903.51055,2020-02-24.0094634,bG,1.57,17.245,15.775,0.056,1.780,0.092,g
2458904.54635,2020-02-25.0453334,bk,2.24,17.716,15.743,0.035,1.831,0.060,g
2458906.72243,2020-02-27.2216192,bC,2.25,17.886,16.671,0.071,0.779,0.051,g
2458908.32428,2020-02-28.8236324,bo,1.48,17.714,16.266,0.057,1.132,0.060,g
2458909.54091,2020-03-01.040375,bk,1.42,17.656,16.177,0.056,1.228,0.063,g
2458919.54094,2020-03-11.0413555,bk,1.46,17.256,16.016,0.070,1.425,0.091,g
2458930.62117,2020-03-22.1226425,bs,1.48,17.856,16.280,0.051,1.117,0.052,g
2459049.66222,2020-07-19.1664961,bo,1.55,17.858,>17.858,99.990,0.098,0.052,g
2459053.65348,2020-07-23.1575128,bo,1.54,17.882,>17.882,99.990,-0.254,0.051,g
2459058.67047,2020-07-28.1741504,bo,1.50,18.337,>18.337,99.990,-0.023,0.034,g
2459073.07367,2020-08-11.5762298,bC,1.45,17.828,17.387,0.146,0.403,0.054,g
2459079.96315,2020-08-18.4651212,bs,1.46,18.107,17.528,0.128,0.354,0.042,g
2459083.08381,2020-08-21.5855089,bC,1.49,17.974,16.917,0.082,0.622,0.047,g
2459084.05376,2020-08-22.5553615,bC,1.46,18.341,17.652,0.116,0.316,0.033,g
2459086.06171,2020-08-24.5631348,bC,1.60,18.485,>18.485,99.990,0.116,0.029,g
2459088.06043,2020-08-26.5616678,bC,1.46,18.602,18.498,0.199,0.145,0.026,g
2459090.04331,2020-08-28.5443616,bC,1.50,17.938,16.202,0.044,1.200,0.049,g
2459092.05187,2020-08-30.5527349,bC,1.62,17.408,15.708,0.046,1.891,0.079,g
2459096.01661,2020-09-03.5171015,bC,1.66,17.095,15.386,0.045,2.546,0.106,g
2459106.02982,2020-09-13.5293662,bC,1.48,18.034,17.308,0.112,0.433,0.044,g
2459106.99379,2020-09-14.4932452,bC,1.48,18.015,16.338,0.046,1.059,0.045,g
2459110.99285,2020-09-18.4919307,bC,1.42,18.591,>18.591,99.990,0.085,0.027,g
2459114.53441,2020-09-22.0331700,bo,1.48,17.974,>17.974,99.990,-0.240,0.047,g
2459116.51662,2020-09-24.0151950,bo,1.56,18.502,>18.502,99.990,-0.009,0.029,g
2459131.07827,2020-10-08.5755770,bC,1.48,17.958,>17.958,99.990,0.155,0.048,g
2459133.05829,2020-10-10.5554459,bC,1.43,17.917,16.342,0.051,1.055,0.050,g
2459135.05361,2020-10-12.5505953,bC,1.41,17.772,15.830,0.036,1.691,0.057,g
2459138.05259,2020-10-15.5493562,bC,1.48,17.792,15.782,0.034,1.766,0.056,g
2459145.06240,2020-10-22.5586465,bC,1.50,17.673,15.519,0.030,2.252,0.062,g
2459146.79710,2020-10-24.2932261,bs,1.55,17.766,15.895,0.039,1.592,0.057,g
2459151.80097,2020-10-29.2967788,bk,1.61,17.598,>17.598,99.990,0.065,0.066,g
2459153.77266,2020-10-31.2683546,bk,1.59,16.938,>16.938,99.990,0.197,0.122,g
2459159.73717,2020-11-06.2325410,bk,1.42,18.107,>18.107,99.990,-0.172,0.042,g
2459161.84608,2020-11-08.3413409,bC,1.46,18.002,16.507,0.055,0.906,0.046,g
2459164.39303,2020-11-10.8881918,bo,1.53,17.101,14.961,0.030,3.764,0.105,g
2459164.68093,2020-11-11.1760762,bk,1.47,17.326,14.906,0.023,3.960,0.085,g
2459169.59958,2020-11-16.0945243,bk,1.48,18.454,>18.454,99.990,-0.165,0.030,g
2459171.61714,2020-11-18.1120156,bG,1.44,17.633,16.084,0.052,1.338,0.064,g
2459172.90970,2020-11-19.4045384,bC,1.54,18.394,17.384,0.086,0.404,0.032,g
2459173.89208,2020-11-20.3868809,bC,1.41,18.161,16.754,0.060,0.722,0.040,g
2459175.39875,2020-11-21.8935192,bo,1.47,17.894,16.889,0.086,0.638,0.051,g
2459175.73793,2020-11-22.2326990,bs,1.53,17.827,16.203,0.049,1.198,0.054,g
2459176.48911,2020-11-22.9838489,bo,1.43,17.949,16.787,0.075,0.700,0.048,g
2459176.73771,2020-11-23.2324399,bk,1.52,18.196,16.952,0.069,0.601,0.038,g
2459177.72285,2020-11-24.2175620,bs,1.60,17.857,16.530,0.064,0.887,0.052,g
2459179.34578,2020-11-25.8404545,bo,1.42,17.561,16.744,0.103,0.729,0.069,g
2459179.95581,2020-11-26.4504770,bs,1.53,17.885,16.821,0.082,0.679,0.051,g
2459180.34998,2020-11-26.8446296,bo,1.52,17.035,>17.035,99.990,0.538,0.111,g
2459182.36323,2020-11-28.8578513,bo,1.63,16.554,>16.554,99.990,-0.157,0.174,g
2459186.47484,2020-12-02.9694097,bo,1.46,17.161,17.146,0.216,0.503,0.099,g
2459186.71596,2020-12-03.2105293,bk,1.45,17.280,16.748,0.134,0.726,0.089,g
2459186.77012,2020-12-03.2646906,bs,1.55,17.356,16.437,0.094,0.966,0.083,g
2459187.39828,2020-12-03.8928450,bo,1.48,17.578,>17.578,99.990,0.264,0.068,g
2459188.39922,2020-12-04.8937820,bo,1.52,17.708,>17.708,99.990,-0.451,0.060,g
2459188.72263,2020-12-05.2171931,bG,1.45,17.875,>17.875,99.990,-0.280,0.051,g
2459189.36790,2020-12-05.8624554,bo,1.99,18.060,>18.060,99.990,-0.522,0.043,g
2459190.02382,2020-12-06.5183711,bC,1.42,17.884,>17.884,99.990,-0.527,0.051,g
2459190.53686,2020-12-07.0314184,bG,1.49,17.962,>17.962,99.990,-0.260,0.047,g
2459191.74018,2020-12-08.2347318,bG,1.52,18.246,>18.246,99.990,-0.212,0.037,g
2459192.36904,2020-12-08.8636067,bo,1.44,17.802,>17.802,99.990,-0.801,0.055,g
2459192.70408,2020-12-09.1986337,bs,1.47,18.527,>18.527,99.990,-0.311,0.028,g
2459193.62972,2020-12-10.1242776,bs,1.55,18.458,>18.458,99.990,-0.237,0.030,g
2459194.31164,2020-12-10.8062064,bo,1.46,18.141,>18.141,99.990,-0.449,0.040,g
2459194.80157,2020-12-11.2961421,bG,1.50,17.711,>17.711,99.990,0.196,0.060,g
2459196.30998,2020-12-12.8045594,bo,1.65,17.723,>17.723,99.990,-1.086,0.059,g
2459196.65662,2020-12-13.1511976,bs,1.48,18.052,>18.052,99.990,-0.711,0.044,g
2459197.52379,2020-12-14.0183741,bo,1.52,17.948,>17.948,99.990,-0.713,0.048,g
2459197.91961,2020-12-14.4141990,bs,1.55,18.132,>18.132,99.990,-0.577,0.041,g
2459197.95577,2020-12-14.4503723,bC,1.43,18.119,>18.119,99.990,-0.809,0.041,g
2459200.85618,2020-12-17.3508159,bC,1.41,18.049,>18.049,99.990,-0.925,0.044,g
2459201.77885,2020-12-18.2735030,bG,1.43,17.979,>17.979,99.990,-0.486,0.047,g
2459203.31121,2020-12-19.8058916,bo,1.63,17.321,>17.321,99.990,-0.634,0.086,g
2459203.65830,2020-12-20.1529885,bs,1.58,18.247,17.709,0.133,0.299,0.036,g
2459205.84013,2020-12-22.3348700,bs,1.48,19.165,>19.165,99.990,0.003,0.016,g
2459206.74760,2020-12-23.2423523,bk,1.57,18.338,>18.338,99.990,-0.474,0.034,g
2459207.78001,2020-12-24.2747939,bk,1.42,18.119,>18.119,99.990,-0.338,0.041,g
2459208.86680,2020-12-25.3616156,bs,1.47,17.643,>17.643,99.990,-0.120,0.064,g
2459209.78333,2020-12-26.2781707,bG,1.42,17.316,>17.316,99.990,-0.380,0.086,g
2459210.48057,2020-12-26.9754332,bo,1.67,16.929,>16.929,99.990,-0.216,0.123,g
2459214.96909,2020-12-31.4641059,bC,2.22,17.374,>17.374,99.990,-0.207,0.082,g
2459218.54809,2021-01-04.0432650,bG,2.02,18.157,>18.157,99.990,0.041,0.040,g
2459218.89341,2021-01-04.3885902,bC,1.53,18.195,>18.195,99.990,-0.305,0.038,g
2459219.64581,2021-01-05.1410406,bk,1.53,18.290,>18.290,99.990,-0.460,0.035,g
2459223.45588,2021-01-08.9512800,bo,1.65,18.247,>18.247,99.990,-0.315,0.037,g
2459225.56719,2021-01-11.0627121,bG,1.76,18.282,>18.282,99.990,-0.232,0.035,g
2459227.77289,2021-01-13.2685350,bs,1.53,18.304,>18.304,99.990,-0.312,0.035,g
2459229.80647,2021-01-15.3022403,bC,1.48,18.305,>18.305,99.990,-0.632,0.035,g
2459231.85981,2021-01-17.3556932,bC,1.42,18.202,>18.202,99.990,-0.765,0.038,g
2459232.56398,2021-01-18.0599192,bk,1.46,17.929,>17.929,99.990,-0.797,0.049,g
2459233.72503,2021-01-19.2210454,bG,1.55,18.136,>18.136,99.990,-0.255,0.040,g
2459242.87335,2021-01-28.3699995,bC,1.64,17.267,>17.267,99.990,-0.646,0.090,g
2459244.86526,2021-01-30.3620652,bC,1.47,17.426,>17.426,99.990,-1.178,0.078,g
2459246.42840,2021-01-31.9253348,bo,1.50,17.102,>17.102,99.990,-1.150,0.105,g
2459246.87423,2021-02-01.3712017,bC,1.45,17.609,>17.609,99.990,-1.230,0.066,g
2459247.65119,2021-02-02.1482131,bk,1.49,17.472,>17.472,99.990,-1.458,0.075,g
2459252.76051,2021-02-07.2579628,bC,1.44,17.969,>17.969,99.990,-1.023,0.047,g
2459253.54265,2021-02-08.0401608,bG,1.48,18.123,>18.123,99.990,-0.411,0.041,g
2459256.80898,2021-02-11.3067832,bC,1.71,18.336,>18.336,99.990,-0.438,0.034,g
2459258.36405,2021-02-12.8619905,bo,1.42,17.761,>17.761,99.990,-0.794,0.057,g
2459267.55933,2021-02-22.0581159,bk,1.48,17.385,>17.385,99.990,-0.375,0.081,g
2459268.71780,2021-02-23.2166846,bC,1.63,17.501,>17.501,99.990,-0.253,0.073,g
2459269.60278,2021-02-24.1017460,bG,1.48,17.105,>17.105,99.990,-0.253,0.104,g
2459274.60798,2021-03-01.1074247,bG,1.46,16.995,>16.995,99.990,-0.479,0.116,g
2459275.58779,2021-03-02.0873297,bk,1.45,17.295,>17.295,99.990,-0.908,0.088,g
2459276.64439,2021-03-03.1440317,bs,1.56,18.051,>18.051,99.990,-0.835,0.044,g
2459277.64526,2021-03-04.1449931,bs,1.50,18.208,>18.208,99.990,-0.651,0.038,g
2459278.58097,2021-03-05.0807932,bk,1.47,17.801,>17.801,99.990,-1.214,0.055,g
2459281.32266,2021-03-07.8227605,bo,1.52,17.654,>17.654,99.990,-1.099,0.063,g
2459286.55101,2021-03-13.0515917,bk,1.48,17.762,>17.762,99.990,-1.292,0.057,g
2459287.54226,2021-03-14.0429385,bk,1.55,17.796,>17.796,99.990,-1.386,0.055,g
2459292.54123,2021-03-19.0423888,bk,1.59,17.609,>17.609,99.990,-1.227,0.066,g
2459296.27653,2021-03-22.7780261,bo,1.45,17.350,>17.350,99.990,-1.119,0.083,g
2459298.52813,2021-03-25.0298401,bG,1.46,17.108,>17.108,99.990,-0.203,0.104,g
2459300.49864,2021-03-27.0005247,bG,1.63,17.271,>17.271,99.990,-0.531,0.090,g
2459304.59479,2021-03-31.0970385,bs,2.10,17.972,>17.972,99.990,-0.573,0.047,g
2459305.50405,2021-04-01.0063936,bk,1.43,17.741,>17.741,99.990,-1.223,0.058,g
2459306.49212,2021-04-01.9945359,bG,1.49,17.849,>17.849,99.990,-0.687,0.053,g
2459309.24735,2021-04-04.7499928,bo,1.51,17.831,>17.831,99.990,-0.814,0.054,g
2459311.48010,2021-04-06.9829322,bk,1.97,17.556,>17.556,99.990,-0.929,0.069,g
2459313.48341,2021-04-08.9864086,bk,1.69,17.923,>17.923,99.990,-1.146,0.049,g
2459315.46740,2021-04-10.9705593,bG,2.01,16.744,>16.744,99.990,-0.650,0.146,g
2459318.47536,2021-04-13.9787618,bk,1.64,17.696,>17.696,99.990,-1.076,0.061,g
2459409.93339,2021-07-14.4379656,bk,1.50,17.047,>17.047,99.990,-0.723,0.110,g
2459411.93528,2021-07-16.4397398,bG,1.63,17.096,>17.096,99.990,-0.466,0.105,g
2459414.91673,2021-07-19.4210115,bG,1.48,17.733,>17.733,99.990,-0.803,0.059,g
2459419.66632,2021-07-24.1702923,bo,2.08,16.533,>16.533,99.990,-0.761,0.177,g
2459424.11678,2021-07-28.6204469,bC,1.47,17.403,>17.403,99.990,-0.847,0.079,g
2459427.96709,2021-08-01.4704812,bs,1.59,16.056,>16.056,99.990,-0.607,0.274,g
2459431.11453,2021-08-04.6176804,bC,1.45,17.998,>17.998,99.990,-0.762,0.046,g
2459431.92698,2021-08-05.4300626,bk,1.47,17.477,>17.477,99.990,-1.115,0.074,g
2459432.68446,2021-08-06.1874836,bo,1.62,16.088,>16.088,99.990,-1.715,0.267,g
2459432.95683,2021-08-06.4598358,bs,1.48,17.746,>17.746,99.990,-0.405,0.058,g
2459433.94858,2021-08-07.4515045,bs,1.52,17.646,>17.646,99.990,-0.378,0.064,g
2459435.88280,2021-08-09.3855633,bG,1.44,17.875,>17.875,99.990,-0.504,0.051,g
2459436.86997,2021-08-10.3726603,bk,1.58,17.843,>17.843,99.990,-1.033,0.053,g
2459437.87037,2021-08-11.3729732,bG,1.51,17.748,>17.748,99.990,-0.780,0.058,g
2459439.87257,2021-08-13.3750034,bG,1.46,17.784,>17.784,99.990,-0.632,0.056,g
2459442.07062,2021-08-15.5728581,bC,1.48,17.933,>17.933,99.990,-1.078,0.049,g
2459442.86592,2021-08-16.3680905,bG,1.48,17.690,>17.690,99.990,-0.875,0.061,g
2459443.86220,2021-08-17.3642973,bk,1.47,17.725,>17.725,99.990,-1.434,0.059,g
2459444.89838,2021-08-18.4003814,bG,1.44,17.565,>17.565,99.990,-1.008,0.068,g
2459446.06490,2021-08-19.5668069,bC,1.45,17.926,>17.926,99.990,-1.117,0.049,g
2459447.85665,2021-08-21.3583842,bk,1.47,16.446,>16.446,99.990,-1.918,0.192,g
2459448.86446,2021-08-22.3661038,bG,1.52,16.715,>16.715,99.990,-1.119,0.150,g
2459449.59797,2021-08-23.0995531,bo,1.70,16.275,>16.275,99.990,-0.768,0.224,g
2459453.04069,2021-08-26.5419518,bC,1.45,17.410,>17.410,99.990,-0.971,0.079,g
2459453.88357,2021-08-27.3847604,bG,1.46,17.448,>17.448,99.990,-0.786,0.076,g
2459455.83000,2021-08-29.3310076,bG,1.43,17.274,>17.274,99.990,-0.760,0.089,g
2459461.08396,2021-09-03.5844681,bC,1.61,18.194,>18.194,99.990,-0.509,0.038,g
2459461.63612,2021-09-04.1365887,bo,1.50,17.881,>17.881,99.990,-0.673,0.051,g
2459462.08683,2021-09-04.5872570,bC,1.47,18.234,>18.234,99.990,-0.564,0.037,g
2459463.80771,2021-09-06.3079788,bG,1.48,17.452,>17.452,99.990,-0.577,0.076,g
2459465.80398,2021-09-08.3040521,bk,1.49,17.796,>17.796,99.990,-1.212,0.055,g
2459466.56385,2021-09-09.0638438,bo,1.56,17.693,>17.693,99.990,-1.179,0.061,g
2459468.01027,2021-09-10.5101396,bC,1.58,17.988,>17.988,99.990,-0.960,0.046,g
2459470.78707,2021-09-13.2866765,bG,1.68,17.979,>17.979,99.990,-0.284,0.047,g
2459470.87244,2021-09-13.3720322,bs,1.49,18.251,>18.251,99.990,-0.412,0.036,g
2459472.79605,2021-09-15.2954621,bG,1.51,17.951,>17.951,99.990,-0.387,0.048,g
2459473.81574,2021-09-16.3150603,bk,1.49,17.929,>17.929,99.990,-1.018,0.049,g
2459474.86644,2021-09-17.3656626,bG,1.47,17.867,>17.867,99.990,-0.464,0.052,g
2459475.53540,2021-09-18.0345583,bo,1.50,17.083,>17.083,99.990,-0.482,0.107,g
2459477.76888,2021-09-20.2678343,bG,1.41,16.885,>16.885,99.990,0.308,0.128,g
2459480.97484,2021-09-23.4734899,bC,1.46,17.435,>17.435,99.990,-0.405,0.077,g
2459482.75520,2021-09-25.2536930,bG,1.47,17.016,>17.016,99.990,-0.378,0.113,g
2459483.60647,2021-09-26.1048846,bo,1.51,16.919,>16.919,99.990,-0.018,0.124,g
2459486.87264,2021-09-29.3707594,bk,1.48,17.931,>17.931,99.990,-0.619,0.049,g
2459488.87435,2021-10-01.3723019,bG,1.44,17.995,>17.995,99.990,0.110,0.046,g
2459490.73934,2021-10-03.2371248,bk,1.40,18.361,>18.361,99.990,0.106,0.033,g
2459490.75923,2021-10-03.2570078,bG,1.42,17.782,16.995,0.106,0.578,0.056,g
2459491.94619,2021-10-04.4438741,bC,1.44,18.049,16.755,0.066,0.721,0.044,g
2459493.73242,2021-10-06.2299549,bG,1.45,17.630,16.256,0.061,1.143,0.064,g
2459494.87703,2021-10-07.3744635,bk,1.56,17.821,16.125,0.046,1.288,0.054,g
2459496.48713,2021-10-08.9844244,bo,1.44,17.668,16.292,0.061,1.105,0.062,g
2459498.71608,2021-10-11.2131998,bG,1.53,17.650,16.829,0.103,0.674,0.063,g
2459499.91499,2021-10-12.4120089,bs,1.54,18.742,>18.742,99.990,0.026,0.023,g
2459502.05253,2021-10-14.5493923,bC,1.58,18.283,>18.283,99.990,-0.446,0.035,g
2459504.91925,2021-10-17.4158909,bC,1.43,17.682,>17.682,99.990,-0.238,0.061,g
2459505.68349,2021-10-18.1800774,bG,1.45,17.029,>17.029,99.990,-0.641,0.112,g
2459506.71055,2021-10-19.2070579,bk,1.54,16.717,>16.717,99.990,-0.572,0.149,g
2459506.75733,2021-10-19.2538315,bG,1.49,17.117,>17.117,99.990,-0.133,0.103,g
2459507.76198,2021-10-20.2584055,bs,1.64,16.819,>16.819,99.990,0.660,0.136,g
2459513.02172,2021-10-25.5177959,bC,1.48,17.949,17.411,0.133,0.394,0.048,g
2459513.76507,2021-10-26.2610890,bk,1.46,17.782,17.337,0.145,0.422,0.056,g
2459514.46957,2021-10-26.9655412,bo,1.52,17.489,17.172,0.163,0.491,0.073,g
2459515.94683,2021-10-28.4427082,bs,1.49,18.116,18.089,0.213,0.211,0.041,g
2459517.93952,2021-10-30.4352895,bC,1.41,18.449,>18.449,99.990,-0.240,0.030,g
2459519.11666,2021-10-31.6123513,bC,1.44,18.301,>18.301,99.990,-0.388,0.035,g
2459519.66809,2021-11-01.1637484,bG,1.52,18.412,>18.412,99.990,0.024,0.031,g
2459520.80680,2021-11-02.3023949,bs,1.45,18.470,>18.470,99.990,-0.185,0.030,g
2459521.68778,2021-11-03.1833274,bG,1.49,18.459,>18.459,99.990,-0.140,0.030,g
2459523.91046,2021-11-05.4058881,bC,2.15,18.108,>18.108,99.990,-0.662,0.042,g
2459524.78984,2021-11-06.2852282,bG,1.51,17.884,>17.884,99.990,-0.603,0.051,g
2459525.76844,2021-11-07.2637687,bG,1.47,18.173,>18.173,99.990,-0.118,0.039,g
2459528.35455,2021-11-09.8497555,bo,1.46,17.593,>17.593,99.990,-0.403,0.067,g
2459529.61302,2021-11-11.1081767,bG,1.46,17.495,>17.495,99.990,-0.458,0.073,g
